model_scope,mode,n,actual_total,predicted_total,actual_mean,predicted_mean,mae,rmse,r2
barangay,environmental_only,68640,34496,30657.67075734766,0.5025641025641026,0.44664438749049623,0.4984298432005214,0.8196782429422939,0.20806263643284773
barangay,standard,74880,34496,44810.483250512,0.4606837606837607,0.5984305989651709,0.5539517236180288,0.9187734029488874,-0.05917217631366878
city,environmental_only,936,34496,69691.9473227,36.85470085470085,74.4572086780983,37.89860461121795,42.80417068688623,-4.099269120900025
city,standard,936,34496,48330.65879521,36.85470085470085,51.635319225651706,22.427212045245728,28.802892217716604,-1.3089150638927896
