mode,barangay,horizon,n,actual_total,predicted_total,actual_mean,predicted_mean,mae,rmse,r2
environmental_only,MABINI,4,68,7,1.3834048560547487,0.10294117647058823,0.02034418905962866,0.1183519919652712,0.3568584735978956,-0.04592720089864755
environmental_only,MABINI,5,67,7,0.3771416387061876,0.1044776119402985,0.005628979682181905,0.10893625527310405,0.3649959917258351,-0.0794835560973488
environmental_only,MABINI,6,66,7,0.7028649664102656,0.10606060606060606,0.010649469188034328,0.11283253036919257,0.363496194203237,-0.056066107927035036
environmental_only,MABINI,7,65,6,0.3273447803665234,0.09230769230769231,0.00503607354410036,0.09593391545522642,0.34875787146454723,-0.06176740400482461
environmental_only,MABINI,8,64,6,0.46913983962541844,0.09375,0.007330309994147163,0.10011232187216845,0.35256096066285786,-0.06960010526992977
environmental_only,MABINI,9,63,6,0.3106953239131721,0.09523809523809523,0.004931671808145589,0.10012053038322369,0.35653802365819526,-0.07806997654835568
environmental_only,MABINI,10,62,6,0.3256701750617718,0.0967741935483871,0.005252744759060835,0.10202693830744793,0.3594997284480968,-0.07999732712034247
environmental_only,MABINI,11,61,6,0.5694926192921476,0.09836065573770492,0.009335944578559796,0.10716030053852202,0.36185371085120993,-0.07792190283035261
environmental_only,MABINI,12,60,5,0.2779137166245189,0.08333333333333333,0.004631895277075315,0.08796522861040865,0.3418038388201853,-0.06477850945816366
environmental_only,MABOLO,0,72,71,111.50308035392648,0.9861111111111112,1.5486538938045344,0.9918193662557236,1.1088159065061565,-0.3214983520790431
environmental_only,MABOLO,1,71,69,91.31208049021905,0.971830985915493,1.2860856407073107,0.8386359631113446,0.9912915746101004,-0.058005969219665277
environmental_only,MABOLO,2,70,65,98.3808719027122,0.9285714285714286,1.4054410271816027,0.8950277631054399,1.0283145419555402,-0.3067871138124689
environmental_only,MABOLO,3,69,64,94.36026719418324,0.927536231884058,1.3675401042635251,0.8845462067135961,1.003500460183439,-0.2268141554386507
environmental_only,MABOLO,4,68,63,98.96870746398255,0.9264705882352942,1.4554221685879787,0.9267921422590284,1.0462466919048614,-0.314354457763778
environmental_only,MABOLO,5,67,60,86.96348871645812,0.8955223880597015,1.2979625181560912,0.8188035274839206,0.9563078823933319,-0.17227346494833795
environmental_only,MABOLO,6,66,59,76.15030048782407,0.8939393939393939,1.153792431633698,0.7646190211153613,0.9304522268478788,-0.09340948249334424
environmental_only,MABOLO,7,65,58,88.74588670904299,0.8923076923076924,1.3653213339852768,0.8768467391671583,1.0149885361367041,-0.2816850126224164
environmental_only,MABOLO,8,64,55,74.03684242251273,0.859375,1.1568256628517615,0.758093488392686,0.9226768729737271,-0.141426637782873
environmental_only,MABOLO,9,63,55,73.07021969000039,0.873015873015873,1.1598447569841333,0.7381097073554711,0.8992794164614536,-0.08437299592905445
environmental_only,MABOLO,10,62,53,65.33370791719884,0.8548387096774194,1.053769482535465,0.680173924094498,0.8720408513975154,-0.031835498612588164
environmental_only,MABOLO,11,61,53,64.42883793916212,0.8688524590163934,1.0562104580190512,0.6876051399835141,0.8612980639523281,-0.006697897460260727
environmental_only,MABOLO,12,60,52,51.99540868029443,0.8666666666666667,0.8665901446715738,0.6887345338202097,0.8531229322671229,0.028135216907939964
environmental_only,MALUBOG,0,72,10,2.711131620095748,0.1388888888888889,0.037654605834663166,0.1625379432588524,0.3912693020201479,-0.03877905784042146
environmental_only,MALUBOG,1,71,10,3.1547728765504046,0.14084507042253522,0.044433420796484574,0.17355411136176543,0.3975027808403741,-0.05920299304649146
environmental_only,MALUBOG,2,70,9,3.4167941332280094,0.12857142857142856,0.04881134476040014,0.16427945562770271,0.38087578701070557,-0.031676617042118105
environmental_only,MALUBOG,3,69,9,2.9384132124410405,0.13043478260869565,0.04258569873102957,0.16005564964296137,0.38309697893764905,-0.030590042457170785
environmental_only,MALUBOG,4,68,9,3.197070343787834,0.1323529411764706,0.04701574034982108,0.16639152602865442,0.3858017272882071,-0.031858929727257124
environmental_only,MALUBOG,5,67,9,1.443887039844335,0.13432835820895522,0.02155055283349754,0.148459562083862,0.3958100524493868,-0.07206077395749766
environmental_only,MALUBOG,6,66,8,2.369295661186729,0.12121212121212122,0.035898419108889836,0.14855141861186927,0.3786131153511519,-0.04769029144443038
environmental_only,MALUBOG,7,65,7,1.880240178422133,0.1076923076923077,0.028926771975725123,0.13152482211187944,0.36534495036483433,-0.05212694197514334
environmental_only,MALUBOG,8,64,7,1.6690273735555419,0.109375,0.026078552711805342,0.1300199723227672,0.36861051376510395,-0.05605070147074054
environmental_only,MALUBOG,9,63,7,1.496889058365434,0.1111111111111111,0.023760143783578318,0.12797737322839342,0.36969644095730414,-0.04722952628154142
environmental_only,MALUBOG,10,62,7,1.4759309386229198,0.11290322580645161,0.023805337719724515,0.13097916826314482,0.37327386627964865,-0.052254439738389946
environmental_only,MALUBOG,11,61,7,2.2843733589938107,0.11475409836065574,0.03744874359006247,0.14319913230768205,0.37194693821366975,-0.029559953907827508
environmental_only,MALUBOG,12,60,7,0.9509950531463133,0.11666666666666667,0.015849917552438555,0.13052998899340607,0.3849020897563417,-0.08622938353498211
environmental_only,MAMBALING,0,72,105,78.6175154412013,1.4583333333333333,1.0919099366833513,0.9618769984667432,1.3498203565354538,-0.05901174275729515
environmental_only,MAMBALING,1,71,103,67.30237439824393,1.4507042253521127,0.9479207661724497,0.9531300710993379,1.381368632904188,-0.09632229896931421
environmental_only,MAMBALING,2,70,98,65.39059867678033,1.4,0.9341514096682905,0.9382295032860464,1.3324269215153492,-0.12161827691805915
environmental_only,MAMBALING,3,69,96,64.08620719170972,1.391304347826087,0.9287856114740539,0.9020175456445532,1.3238901148665911,-0.095083130911505
environmental_only,MAMBALING,4,68,93,65.28979516404576,1.3676470588235294,0.9601440465300848,0.8931864780604623,1.3024383753262658,-0.06996352698406016
environmental_only,MAMBALING,5,67,90,56.34132459685113,1.3432835820895523,0.8409152924903154,0.9243446324199107,1.3269430490843441,-0.12242712203905226
environmental_only,MAMBALING,6,66,86,61.70143037569082,1.303030303030303,0.9348701572074367,0.8684824016251065,1.281761697383754,-0.10713633058812455
environmental_only,MAMBALING,7,65,84,49.88983242294362,1.2923076923076924,0.7675358834299018,0.9338342839378301,1.3266807034446706,-0.17403617549267203
environmental_only,MAMBALING,8,64,79,48.85862370687144,1.234375,0.7634159954198663,0.8657569688082424,1.249099686791345,-0.196104082502901
environmental_only,MAMBALING,9,63,77,55.42070505819964,1.2222222222222223,0.8796937310825339,0.8455702634154123,1.203485902151906,-0.10084518171132117
environmental_only,MAMBALING,10,62,74,50.73054700259152,1.1935483870967742,0.8182346290740568,0.8552348353079305,1.2258885294479445,-0.1693873537274444
environmental_only,MAMBALING,11,61,73,51.40260427259547,1.1967213114754098,0.8426656438130404,0.8612885839291474,1.2273930485930304,-0.15390346682339406
environmental_only,MAMBALING,12,60,71,41.611514740353464,1.1833333333333333,0.6935252456725577,0.9111030414980258,1.280103898464052,-0.2448190688133174
environmental_only,PAHINA CENTRAL (POB.),0,72,30,17.4433962064086,0.4166666666666667,0.242269391755675,0.49927564961196086,0.6652853748996472,-0.08025536827071944
environmental_only,PAHINA CENTRAL (POB.),1,71,29,16.171089852009395,0.4084507042253521,0.22776182890154079,0.4962876039852124,0.6741413616802518,-0.10674686339960071
environmental_only,PAHINA CENTRAL (POB.),2,70,29,16.010369340802423,0.4142857142857143,0.22871956201146318,0.49449262754724865,0.674239624158137,-0.09784891416758912
environmental_only,PAHINA CENTRAL (POB.),3,69,29,15.017811528043364,0.42028985507246375,0.21764944243541107,0.490460716030754,0.674249050192745,-0.08873576086830148
environmental_only,PAHINA CENTRAL (POB.),4,68,29,15.825702589242859,0.4264705882352941,0.23273092043004204,0.5005298923860729,0.674506881516233,-0.08049968237071004
environmental_only,PAHINA CENTRAL (POB.),5,67,29,12.952970467892545,0.43283582089552236,0.193327917431232,0.4981523401570325,0.6985036530225723,-0.14911653142723358
environmental_only,PAHINA CENTRAL (POB.),6,66,28,14.825085237396129,0.42424242424242425,0.22462250359691102,0.5039964515860589,0.6870045360027041,-0.10771773314600996
environmental_only,PAHINA CENTRAL (POB.),7,65,26,12.055415247298546,0.4,0.1854679268815161,0.47205996884001156,0.6693776677135357,-0.13766875125721922
environmental_only,PAHINA CENTRAL (POB.),8,64,26,11.547046030345012,0.40625,0.1804225942241408,0.47063258392613666,0.6718439469701069,-0.13564440299336766
environmental_only,PAHINA CENTRAL (POB.),9,63,26,11.632962919797615,0.4126984126984127,0.18465020507615262,0.47771524151103245,0.6763570175786613,-0.1404862045474502
environmental_only,PAHINA CENTRAL (POB.),10,62,26,11.73345603228021,0.41935483870967744,0.1892492908432292,0.48557830183513595,0.680671393251068,-0.1445869339648489
environmental_only,PAHINA CENTRAL (POB.),11,61,26,12.623519021373365,0.4262295081967213,0.20694293477661255,0.49529345264296815,0.6757198531489769,-0.11776225493127002
environmental_only,PAHINA CENTRAL (POB.),12,60,26,10.287977918315379,0.43333333333333335,0.17146629863858964,0.49189483167228487,0.6967039515154408,-0.17751147291511238
environmental_only,PAHINA SAN NICOLAS,0,72,7,3.051135279060817,0.09722222222222222,0.04237687887584468,0.13154216086959458,0.3022922755292099,-0.041136556647363154
environmental_only,PAHINA SAN NICOLAS,1,71,7,2.4427184730988727,0.09859154929577464,0.034404485536603836,0.12639482434777088,0.3056502985667896,-0.051207212891542175
environmental_only,PAHINA SAN NICOLAS,2,70,7,3.1500225956535504,0.1,0.045000322795050715,0.13682646533934628,0.30668687393516186,-0.04507598493468734
environmental_only,PAHINA SAN NICOLAS,3,69,7,2.679382974280702,0.10144927536231885,0.03883163730841597,0.1329164134403044,0.30945476488742296,-0.05051631208846863
environmental_only,PAHINA SAN NICOLAS,4,68,6,3.800286345160519,0.08823529411764706,0.0558865638994194,0.1345277650769159,0.286222541388986,-0.018315964927315243
environmental_only,PAHINA SAN NICOLAS,5,67,6,1.2973349906337581,0.08955223880597014,0.019363208815429227,0.10611311150379316,0.29561808030143194,-0.07184134361080674
environmental_only,PAHINA SAN NICOLAS,6,66,6,2.2568883346410056,0.09090909090909091,0.03419527779759099,0.11915801383059577,0.2937201788688066,-0.043885676044157274
environmental_only,PAHINA SAN NICOLAS,7,65,6,1.2974038673148076,0.09230769230769231,0.019960059497150885,0.10906701695595251,0.2995688980777625,-0.07106763231240798
environmental_only,PAHINA SAN NICOLAS,8,64,6,1.3140131024289583,0.09375,0.020531454725452473,0.11033740563383711,0.30085006063401576,-0.06532203677120374
environmental_only,PAHINA SAN NICOLAS,9,63,6,1.3993191040083464,0.09523809523809523,0.02221141434933883,0.11154762932045129,0.30078266245466967,-0.04993059538668443
environmental_only,PAHINA SAN NICOLAS,10,62,6,1.8465638810635026,0.0967741935483871,0.02978328840425004,0.11943692633957541,0.30175678312400483,-0.04173722703637073
environmental_only,PAHINA SAN NICOLAS,11,61,6,2.343432134622989,0.09836065573770492,0.03841692023972113,0.12970548093209372,0.3050132668025187,-0.04901860235136657
environmental_only,PAHINA SAN NICOLAS,12,60,6,1.4420065218540528,0.1,0.024033442030900878,0.1212727386063275,0.3140095694314423,-0.09557788549466428
environmental_only,PAMUTAN,0,72,1,1.8916545990997427,0.013888888888888888,0.02627298054305198,0.03940150100705732,0.11841529863159095,-0.023816850885154173
environmental_only,PAMUTAN,1,71,1,0.8585955414203695,0.014084507042253521,0.01209289494958267,0.025855992297699266,0.11826756820291973,-0.007279490977075254
environmental_only,PAMUTAN,2,70,1,0.7470937660474372,0.014285714285714285,0.010672768086391959,0.02469300906882274,0.11927608785286317,-0.01030792976914885
environmental_only,PAMUTAN,3,69,1,1.1652262536610773,0.014492753623188406,0.01688733700958083,0.030882030470146284,0.11973786911981633,-0.0038118516433480742
environmental_only,PAMUTAN,4,68,1,0.916030829846054,0.014705882352941176,0.013471041615383147,0.02785088584518193,0.12089934886064481,-0.008767185283381718
environmental_only,PAMUTAN,5,67,1,0.3314739546111355,0.014925373134328358,0.00494737245688262,0.019872745591210977,0.1226671432287909,-0.02343949420151681
environmental_only,PAMUTAN,6,66,1,0.2892883463851328,0.015151515151515152,0.004383156763411103,0.01947016668458709,0.12317500108675626,-0.01676283644151999
environmental_only,PAMUTAN,7,65,1,0.11194829431563948,0.015384615384615385,0.0017222814510098382,0.01710689683562522,0.12413825676825094,-0.01732103441202093
environmental_only,PAMUTAN,8,64,1,0.2533265992217344,0.015625,0.0039582281128396,0.0195832281128396,0.1253346942471125,-0.021320408634005528
environmental_only,PAMUTAN,9,63,1,0.24457344518944082,0.015873015873015872,0.0038821181776101717,0.019755134050626046,0.12632398035372305,-0.02155325582655765
environmental_only,PAMUTAN,10,62,1,0.1904834466237871,0.016129032258064516,0.0030723136552223726,0.01920134591328689,0.12729374409935673,-0.02109856345220007
environmental_only,PAMUTAN,11,61,1,0.26731886329381405,0.01639344262295082,0.004382276447439574,0.020775719070390393,0.12850988605065652,-0.024192276904215104
environmental_only,PAMUTAN,12,60,1,0.14348222969237961,0.016666666666666666,0.0023913704948729936,0.01905803716153966,0.12932683847709586,-0.020534782063238
environmental_only,PARDO (POB.),0,72,64,99.14151411150648,0.8888888888888888,1.3769654737709234,0.9895200781734417,1.1757093223118438,-0.19749395995988217
environmental_only,PARDO (POB.),1,71,61,86.48862953495961,0.8591549295774648,1.2181497117599946,0.8696162236392422,1.062466466990897,-0.019795197514924645
environmental_only,PARDO (POB.),2,70,59,82.66149941166465,0.8428571428571429,1.1808785630237808,0.8598978764194931,1.0761161330254634,-0.04905288696849963
environmental_only,PARDO (POB.),3,69,57,79.97984417289393,0.8260869565217391,1.1591281764187527,0.8605945552028308,1.0600670264764613,-0.02140819798862581
environmental_only,PARDO (POB.),4,68,52,73.30439079712013,0.7647058823529411,1.0780057470164726,0.7592870536908288,0.9469284492071777,-0.047024800033438785
environmental_only,PARDO (POB.),5,67,50,68.23739154584061,0.746268656716418,1.0184685305349346,0.7532832167515905,0.9593166598208179,-0.08772376754925282
environmental_only,PARDO (POB.),6,66,48,78.38247879937572,0.7272727272727273,1.1876133151420565,0.8386841376980515,1.016395667088599,-0.23762651882429564
environmental_only,PARDO (POB.),7,65,45,66.83130829459714,0.6923076923076923,1.0281739737630329,0.7220914128613344,0.8893107685741087,-0.031308994476978214
environmental_only,PARDO (POB.),8,64,41,64.86464717211867,0.640625,1.0135101120643542,0.7178298897224661,0.8528669801987351,-0.2018382508676546
environmental_only,PARDO (POB.),9,63,40,76.23098040208475,0.6349206349206349,1.2100155619378532,0.8466152988960812,1.003202676127759,-0.6424603427913251
environmental_only,PARDO (POB.),10,62,40,80.56096641601917,0.6451612903225806,1.2993704260648253,0.9063072767352581,1.0263076785737337,-0.7098453724772456
environmental_only,PARDO (POB.),11,61,40,90.52213480397812,0.6557377049180327,1.4839694230160347,1.0211929194651694,1.1382570855704284,-1.0924636400172019
environmental_only,PARDO (POB.),12,60,39,68.04404025766338,0.65,1.134067337627723,0.7872462716011964,0.9401972514428281,-0.40871852051099333
environmental_only,PARI-AN,0,72,9,4.168585395554425,0.125,0.057897019382700345,0.1710648564648097,0.37798535536035105,-0.04170641806745756
environmental_only,PARI-AN,1,71,9,3.891956874836828,0.1267605633802817,0.05481629401178631,0.16935848907695,0.3794656787742657,-0.03696395584877599
environmental_only,PARI-AN,2,70,9,3.7387097715897784,0.12857142857142856,0.05341013959413969,0.17029814604903146,0.383312610170411,-0.044920072375474795
environmental_only,PARI-AN,3,69,9,3.5484697661753524,0.13043478260869565,0.051427098060512356,0.16982493680490343,0.3849717227922337,-0.04070142391082987
environmental_only,PARI-AN,4,68,9,3.8577156617409663,0.1323529411764706,0.056731112672661274,0.1751909192803115,0.3863660815981757,-0.03487996314851305
environmental_only,PARI-AN,5,67,7,2.920829495711403,0.1044776119402985,0.043594470085244814,0.1390208299116151,0.312154101488044,-0.0414499567316724
environmental_only,PARI-AN,6,66,7,3.4248398046376667,0.10606060606060606,0.0518915121914798,0.14680556654393143,0.3125077698389664,-0.030052732807650084
environmental_only,PARI-AN,7,65,7,2.267734603424366,0.1076923076923077,0.034888224668067166,0.13573090960805992,0.31963343350249407,-0.0631757928773562
environmental_only,PARI-AN,8,64,7,2.6442680899617277,0.109375,0.041316688905651995,0.1432061557900627,0.32218179254959406,-0.06558730856422001
environmental_only,PARI-AN,9,63,7,2.4826510763655376,0.1111111111111111,0.03940715994231012,0.14293234713055897,0.32463930734354945,-0.06708063370905815
environmental_only,PARI-AN,10,62,7,2.2894734288770677,0.11290322580645161,0.0369269907883398,0.14198369338972056,0.3264359853219185,-0.06394384275409037
environmental_only,PARI-AN,11,61,7,2.6264080359621595,0.11475409836065574,0.04305586944200261,0.14768010128249287,0.32644553830029444,-0.04903346968472211
environmental_only,PARI-AN,12,60,7,1.9778006181334529,0.11666666666666667,0.03296334363555755,0.14282381262149624,0.3334646493347849,-0.07901676679648473
environmental_only,PARIL,0,72,5,0.42207361792542697,0.06944444444444445,0.005862133582297597,0.073341798020923,0.25999627461025077,-0.046054798845692746
environmental_only,PARIL,1,71,5,0.2391596473652532,0.07042253521126761,0.0033684457375387773,0.07321679461958445,0.26437206739801844,-0.06766226149195287
environmental_only,PARIL,2,70,5,0.4750510505912827,0.07142857142857142,0.006786443579875468,0.0767566560832834,0.2646916203505272,-0.056314166247875
environmental_only,PARIL,3,69,5,0.32983633723163075,0.07246376811594203,0.004780236771472909,0.07687109815692696,0.2687574770626511,-0.0746556200387023
environmental_only,PARIL,4,68,5,0.38060593965817757,0.07352941176470588,0.005597146171443788,0.07778052343278943,0.26879382052449546,-0.06058585844686726
environmental_only,PARIL,5,67,5,0.08560513802310604,0.07462686567164178,0.001277688627210538,0.07590455429885233,0.2732136000652437,-0.08091747835123386
environmental_only,PARIL,6,66,5,0.25122767830872206,0.07575757575757576,0.0038064799743745764,0.0795036599298877,0.27531516067562684,-0.0825508020059611
environmental_only,PARIL,7,65,5,0.08694376782944167,0.07692307692307693,0.0013375964281452564,0.07826067335122218,0.27738190156548115,-0.08358179703482516
environmental_only,PARIL,8,64,5,0.15095962426380385,0.078125,0.0023587441291219352,0.08048374412912193,0.27957921068501324,-0.0852946967917172
environmental_only,PARIL,9,63,5,0.16016247100886755,0.07936507936507936,0.002542261444585199,0.08187315236610117,0.2817781097654779,-0.08666981577444699
environmental_only,PARIL,10,62,5,0.10604161457967243,0.08064516129032258,0.0017103486222527812,0.08235550991257536,0.2840658360347671,-0.08836991765962199
environmental_only,PARIL,11,61,5,0.15563047145143535,0.08196721311475409,0.002551319204121891,0.08387087944682897,0.285243137210586,-0.08126475606810013
environmental_only,PARIL,12,60,5,0.16475917664970746,0.08333333333333333,0.0027459862774951243,0.08607931961082846,0.2887858331660468,-0.09174591554424771
environmental_only,PASIL,0,72,70,36.26764953320226,0.9722222222222222,0.5037173546278092,0.8637815227145281,1.190161940152929,-0.1596747537271037
environmental_only,PASIL,1,71,69,28.691931067994908,0.971830985915493,0.40411170518302686,0.8871437253243344,1.2450488789731284,-0.2514877594992859
environmental_only,PASIL,2,70,68,22.616064284659128,0.9714285714285714,0.32308663263798754,0.9059075223544021,1.2900550153190318,-0.32468900560330716
environmental_only,PASIL,3,69,66,23.181444049205194,0.9565217391304348,0.33596295723485786,0.8815951184047933,1.2611965132382874,-0.26341772553653886
environmental_only,PASIL,4,68,65,21.87584036644815,0.9558823529411765,0.32170353480070807,0.8970297566239765,1.2857612098523419,-0.2941108944693871
environmental_only,PASIL,5,67,63,19.00139858946368,0.9402985074626866,0.283602964021846,0.8920928265544051,1.3056669666245835,-0.3318300724505401
environmental_only,PASIL,6,66,62,20.260630462854152,0.9393939393939394,0.30697924943718413,0.8923799866812133,1.297836924144474,-0.2963184186160197
environmental_only,PASIL,7,65,57,15.688024554318684,0.8769230769230769,0.24135422391259512,0.8537854681152721,1.2171745872928463,-0.3953180000880814
environmental_only,PASIL,8,64,56,15.76636136550145,0.875,0.24634939633596015,0.8487585351824114,1.2169306782358937,-0.37360721218010173
environmental_only,PASIL,9,63,55,16.026832430135844,0.873015873015873,0.25439416555771177,0.835025004312233,1.2113599844172733,-0.34010190152379094
environmental_only,PASIL,10,62,54,15.622908780447418,0.8709677419354839,0.25198239968463576,0.8450409316547949,1.2193357137909768,-0.3365717298335187
environmental_only,PASIL,11,61,53,16.874893892699998,0.8688524590163934,0.2766376047983606,0.8580851685323753,1.2232815315935968,-0.32386359541293586
environmental_only,PASIL,12,60,53,13.997349551313878,0.8833333333333333,0.23328915918856463,0.887088808392863,1.2653897780937593,-0.4090346237631446
environmental_only,PIT-OS,0,72,16,14.54055816031005,0.2222222222222222,0.20195219667097292,0.3513373115937154,0.5058844326052145,9.906606584920707e-4
environmental_only,PIT-OS,1,71,15,13.236277038295102,0.2112676056338028,0.18642643715908594,0.333345540622076,0.4993260770738763,0.007223503940743892
environmental_only,PIT-OS,2,70,15,16.77684891879312,0.21428571428571427,0.23966927026847315,0.37138095796426934,0.5042503909747479,-7.3529181615406e-4
environmental_only,PIT-OS,3,69,13,13.234132335876247,0.18840579710144928,0.19179901936052532,0.3168313504288777,0.4596344231114514,-0.0018196869021249729
environmental_only,PIT-OS,4,68,13,15.942477836750829,0.19117647058823528,0.23444820348162984,0.3469460874873834,0.4642379957088266,-0.009676010774748889
environmental_only,PIT-OS,5,67,13,11.813805379429835,0.19402985074626866,0.1763254534243259,0.30914115226261313,0.4623163844049327,0.010863014464493892
environmental_only,PIT-OS,6,66,13,14.323185757896697,0.19696969696969696,0.21701796602873782,0.3353061763688306,0.4629317731071174,0.020444721447066105
environmental_only,PIT-OS,7,65,12,9.72035454836067,0.18461538461538463,0.1495439161286257,0.28876537593937446,0.4657567440054686,-0.0229090188373684
environmental_only,PIT-OS,8,64,12,9.797910517574927,0.1875,0.15309235183710823,0.2868718003516051,0.4622756358266504,0.005329391807143979
environmental_only,PIT-OS,9,63,12,9.760801396279652,0.19047619047619047,0.1549333554965024,0.2837487125091579,0.45654262991903216,0.04251929933725651
environmental_only,PIT-OS,10,62,11,10.086522751726239,0.1774193548387097,0.16268585083429418,0.2912934404860399,0.4575616173257841,0.005204000309292578
environmental_only,PIT-OS,11,61,11,11.468090059306528,0.18032786885245902,0.1880014763820742,0.30923605258672937,0.45767328504438776,0.018364415399245493
environmental_only,PIT-OS,12,60,11,7.443646927996057,0.18333333333333332,0.12406078213326761,0.2656397445632477,0.4670942521266202,-0.008263601195142467
environmental_only,PULANGBATO,0,72,6,16.070167405146172,0.08333333333333333,0.22319676951591905,0.2672151739844145,0.3123558093987963,-0.27722962179868316
environmental_only,PULANGBATO,1,71,6,15.656479298913533,0.08450704225352113,0.22051379294244414,0.2657182525596725,0.30814878153087566,-0.22736292391983115
environmental_only,PULANGBATO,2,70,6,16.931887539645263,0.08571428571428572,0.24188410770921806,0.2831794587327735,0.31869418695347607,-0.29602428518201074
environmental_only,PULANGBATO,3,69,6,16.557395259446892,0.08695652173913043,0.2399622501369115,0.28205429213156313,0.31736369150424854,-0.268588762154115
environmental_only,PULANGBATO,4,68,6,14.565445640618055,0.08823529411764706,0.21419773000908904,0.2585228502348778,0.30257912734865605,-0.13802765938685813
environmental_only,PULANGBATO,5,67,6,11.837467596765645,0.08955223880597014,0.17667862084724845,0.2325672428893425,0.2970768855996885,-0.08244601195003587
environmental_only,PULANGBATO,6,66,6,15.474947604590131,0.09090909090909091,0.23446890309985047,0.28066856036075966,0.319376267784682,-0.23421452513128194
environmental_only,PULANGBATO,7,65,6,12.508921844967785,0.09230769230769231,0.19244495146104285,0.2524157188724358,0.313726317766781,-0.1746956366988739
environmental_only,PULANGBATO,8,64,6,11.67090851786837,0.09375,0.18235794559169327,0.24368017595541536,0.3109665899226198,-0.13817270493399114
environmental_only,PULANGBATO,9,63,6,12.913244360296218,0.09523809523809523,0.20497213270311457,0.25935939406262387,0.31586752403551116,-0.1578837131179729
environmental_only,PULANGBATO,10,62,5,11.166823210918048,0.08064516129032258,0.18011005178900077,0.23275001709740967,0.2950007423385869,-0.1737746792854029
environmental_only,PULANGBATO,11,61,5,13.394599061676605,0.08196721311475409,0.21958359117502632,0.26446854577590834,0.30976310263099693,-0.2751492209129818
environmental_only,PULANGBATO,12,60,5,8.651782587930613,0.08333333333333333,0.14419637646551023,0.20382923647330295,0.28875468331401344,-0.09151040614107031
environmental_only,PUNG-OL-SIBUGAY,0,72,13,3.3954373909782682,0.18055555555555555,0.04715885265247595,0.2126571787292,0.49591378924185836,-0.06330578923383778
environmental_only,PUNG-OL-SIBUGAY,1,71,13,3.574280851837044,0.18309859154929578,0.05034198382869076,0.2180928211077485,0.5008012447716634,-0.07143416201830233
environmental_only,PUNG-OL-SIBUGAY,2,70,13,3.8942855335144055,0.18571428571428572,0.05563265047877722,0.22430719822828152,0.5020807995063524,-0.06392517936382136
environmental_only,PUNG-OL-SIBUGAY,3,69,13,3.3870523268010726,0.18840579710144928,0.049087714881174964,0.2221714186970653,0.5074930796189442,-0.0737231736644417
environmental_only,PUNG-OL-SIBUGAY,4,68,13,3.1359864605044945,0.19117647058823528,0.04611744794859551,0.22208602462085408,0.5123292198527112,-0.08077756480573539
environmental_only,PUNG-OL-SIBUGAY,5,67,13,1.688112461393451,0.19402985074626866,0.025195708379006733,0.20859884194618442,0.5204282705769333,-0.10129151289643779
environmental_only,PUNG-OL-SIBUGAY,6,66,13,2.8636595074200595,0.19696969696969696,0.04338878041545545,0.22506610649954595,0.520131026196965,-0.08613461281267831
environmental_only,PUNG-OL-SIBUGAY,7,65,13,2.1889427755945787,0.2,0.03367604270145506,0.22363827015094798,0.5298001476107251,-0.1124837052769816
environmental_only,PUNG-OL-SIBUGAY,8,64,13,1.8984622206660697,0.203125,0.02966347219790734,0.22256725522284096,0.5329472465487687,-0.11117308128522607
environmental_only,PUNG-OL-SIBUGAY,9,63,13,1.9519257792617906,0.20634920634920634,0.030982948877171276,0.22506058441845142,0.5356283100133478,-0.10768182652713953
environmental_only,PUNG-OL-SIBUGAY,10,62,12,1.9748880144071683,0.1935483870967742,0.0318530324904382,0.2143615106825059,0.5268697081137892,-0.09780087837086837
environmental_only,PUNG-OL-SIBUGAY,11,61,12,2.668120769455711,0.19672131147540983,0.043739684745175596,0.22508299171643856,0.5264837804706142,-0.08113838748218205
environmental_only,PUNG-OL-SIBUGAY,12,60,10,1.7233753480142158,0.16666666666666666,0.028722922466903597,0.18922608173852282,0.47681878093238084,-0.10605694521544673
environmental_only,PUNTA PRINCESA,0,72,83,81.85557456463026,1.1527777777777777,1.1368829800643092,0.8569753635020595,1.1070328772638953,0.054456769411662664
environmental_only,PUNTA PRINCESA,1,71,81,77.62679878102018,1.1408450704225352,1.0933351940988758,0.8513941641759007,1.1428987825991799,-0.001618962435560034
environmental_only,PUNTA PRINCESA,2,70,76,80.23819702959368,1.0857142857142856,1.146259957565624,0.8348512185623871,1.0663924202907018,-0.027331248315257684
environmental_only,PUNTA PRINCESA,3,69,74,76.52002079821541,1.0724637681159421,1.1089858086697886,0.8334844559388115,1.0666840238613953,-0.02442063067128908
environmental_only,PUNTA PRINCESA,4,68,71,78.47758665792138,1.0441176470588236,1.154082156734138,0.8280463666874928,1.051926595502838,-0.032630711644058064
environmental_only,PUNTA PRINCESA,5,67,71,67.0244912770756,1.0597014925373134,1.0003655414488895,0.7862441360756621,1.0571150017548263,-0.04334903448662497
environmental_only,PUNTA PRINCESA,6,66,71,74.62725862953819,1.0757575757575757,1.1307160398414877,0.8152619199898468,1.063291717320909,-0.05660735610231038
environmental_only,PUNTA PRINCESA,7,65,71,57.76585685940752,1.0923076923076922,0.8887054901447311,0.8034259860248648,1.0807494488239644,-0.09323922087687264
environmental_only,PUNTA PRINCESA,8,64,69,58.38301872253948,1.078125,0.9122346675396794,0.8136723137656965,1.0815753815959805,-0.0912144235210921
