mode,barangay,horizon,n,mae,rmse,r2
environmental_only,MALUBOG,3,69,0.16005564964296137,0.38309697893764905,-0.030590042457170785
environmental_only,MALUBOG,4,68,0.16639152602865442,0.3858017272882071,-0.031858929727257124
environmental_only,MALUBOG,8,64,0.1300199723227672,0.36861051376510395,-0.05605070147074054
environmental_only,MALUBOG,12,60,0.13052998899340607,0.3849020897563417,-0.08622938353498211
environmental_only,MAMBALING,0,72,0.9618769984667432,1.3498203565354538,-0.05901174275729515
environmental_only,MAMBALING,1,71,0.9531300710993379,1.381368632904188,-0.09632229896931421
environmental_only,MAMBALING,2,70,0.9382295032860464,1.3324269215153492,-0.12161827691805915
environmental_only,MAMBALING,3,69,0.9020175456445532,1.3238901148665911,-0.095083130911505
environmental_only,MAMBALING,4,68,0.8931864780604623,1.3024383753262658,-0.06996352698406016
environmental_only,MAMBALING,8,64,0.8657569688082424,1.249099686791345,-0.196104082502901
environmental_only,MAMBALING,12,60,0.9111030414980258,1.280103898464052,-0.2448190688133174
environmental_only,PAHINA CENTRAL (POB.),0,72,0.49927564961196086,0.6652853748996472,-0.08025536827071944
environmental_only,PAHINA CENTRAL (POB.),1,71,0.4962876039852124,0.6741413616802518,-0.10674686339960071
environmental_only,PAHINA CENTRAL (POB.),2,70,0.49449262754724865,0.674239624158137,-0.09784891416758912
environmental_only,PAHINA CENTRAL (POB.),3,69,0.490460716030754,0.674249050192745,-0.08873576086830148
environmental_only,PAHINA CENTRAL (POB.),4,68,0.5005298923860729,0.674506881516233,-0.08049968237071004
environmental_only,PAHINA CENTRAL (POB.),8,64,0.47063258392613666,0.6718439469701069,-0.13564440299336766
environmental_only,PAHINA CENTRAL (POB.),12,60,0.49189483167228487,0.6967039515154408,-0.17751147291511238
environmental_only,PAHINA SAN NICOLAS,0,72,0.13154216086959458,0.3022922755292099,-0.041136556647363154
environmental_only,PAHINA SAN NICOLAS,1,71,0.12639482434777088,0.3056502985667896,-0.051207212891542175
environmental_only,PAHINA SAN NICOLAS,2,70,0.13682646533934628,0.30668687393516186,-0.04507598493468734
environmental_only,PAHINA SAN NICOLAS,3,69,0.1329164134403044,0.30945476488742296,-0.05051631208846863
environmental_only,PAHINA SAN NICOLAS,4,68,0.1345277650769159,0.286222541388986,-0.018315964927315243
environmental_only,PAHINA SAN NICOLAS,8,64,0.11033740563383711,0.30085006063401576,-0.06532203677120374
environmental_only,PAHINA SAN NICOLAS,12,60,0.1212727386063275,0.3140095694314423,-0.09557788549466428
environmental_only,PAMUTAN,0,72,0.03940150100705732,0.11841529863159095,-0.023816850885154173
environmental_only,PAMUTAN,1,71,0.025855992297699266,0.11826756820291973,-0.007279490977075254
environmental_only,PAMUTAN,2,70,0.02469300906882274,0.11927608785286317,-0.01030792976914885
environmental_only,PAMUTAN,3,69,0.030882030470146284,0.11973786911981633,-0.0038118516433480742
environmental_only,PAMUTAN,4,68,0.02785088584518193,0.12089934886064481,-0.008767185283381718
environmental_only,PAMUTAN,8,64,0.0195832281128396,0.1253346942471125,-0.021320408634005528
environmental_only,PAMUTAN,12,60,0.01905803716153966,0.12932683847709586,-0.020534782063238
environmental_only,PARDO (POB.),0,72,0.9895200781734417,1.1757093223118438,-0.19749395995988217
environmental_only,PARDO (POB.),1,71,0.8696162236392422,1.062466466990897,-0.019795197514924645
environmental_only,PARDO (POB.),2,70,0.8598978764194931,1.0761161330254634,-0.04905288696849963
environmental_only,PARDO (POB.),3,69,0.8605945552028308,1.0600670264764613,-0.02140819798862581
environmental_only,PARDO (POB.),4,68,0.7592870536908288,0.9469284492071777,-0.047024800033438785
environmental_only,PARDO (POB.),8,64,0.7178298897224661,0.8528669801987351,-0.2018382508676546
environmental_only,PARDO (POB.),12,60,0.7872462716011964,0.9401972514428281,-0.40871852051099333
environmental_only,PARI-AN,0,72,0.1710648564648097,0.37798535536035105,-0.04170641806745756
environmental_only,PARI-AN,1,71,0.16935848907695,0.3794656787742657,-0.03696395584877599
environmental_only,PARI-AN,2,70,0.17029814604903146,0.383312610170411,-0.044920072375474795
environmental_only,PARI-AN,3,69,0.16982493680490343,0.3849717227922337,-0.04070142391082987
environmental_only,PARI-AN,4,68,0.1751909192803115,0.3863660815981757,-0.03487996314851305
environmental_only,PARI-AN,8,64,0.1432061557900627,0.32218179254959406,-0.06558730856422001
environmental_only,PARI-AN,12,60,0.14282381262149624,0.3334646493347849,-0.07901676679648473
environmental_only,PARIL,0,72,0.073341798020923,0.25999627461025077,-0.046054798845692746
environmental_only,PARIL,1,71,0.07321679461958445,0.26437206739801844,-0.06766226149195287
environmental_only,PARIL,2,70,0.0767566560832834,0.2646916203505272,-0.056314166247875
environmental_only,PARIL,3,69,0.07687109815692696,0.2687574770626511,-0.0746556200387023
environmental_only,PARIL,4,68,0.07778052343278943,0.26879382052449546,-0.06058585844686726
environmental_only,PARIL,8,64,0.08048374412912193,0.27957921068501324,-0.0852946967917172
environmental_only,PARIL,12,60,0.08607931961082846,0.2887858331660468,-0.09174591554424771
environmental_only,PASIL,0,72,0.8637815227145281,1.190161940152929,-0.1596747537271037
environmental_only,PASIL,1,71,0.8871437253243344,1.2450488789731284,-0.2514877594992859
environmental_only,PASIL,2,70,0.9059075223544021,1.2900550153190318,-0.32468900560330716
environmental_only,PASIL,3,69,0.8815951184047933,1.2611965132382874,-0.26341772553653886
environmental_only,PASIL,4,68,0.8970297566239765,1.2857612098523419,-0.2941108944693871
environmental_only,PASIL,8,64,0.8487585351824114,1.2169306782358937,-0.37360721218010173
environmental_only,PASIL,12,60,0.887088808392863,1.2653897780937593,-0.4090346237631446
environmental_only,PIT-OS,0,72,0.3513373115937154,0.5058844326052145,9.906606584920707e-4
environmental_only,PIT-OS,1,71,0.333345540622076,0.4993260770738763,0.007223503940743892
environmental_only,PIT-OS,2,70,0.37138095796426934,0.5042503909747479,-7.3529181615406e-4
environmental_only,PIT-OS,3,69,0.3168313504288777,0.4596344231114514,-0.0018196869021249729
environmental_only,PIT-OS,4,68,0.3469460874873834,0.4642379957088266,-0.009676010774748889
environmental_only,PIT-OS,8,64,0.2868718003516051,0.4622756358266504,0.005329391807143979
environmental_only,PIT-OS,12,60,0.2656397445632477,0.4670942521266202,-0.008263601195142467
environmental_only,PULANGBATO,0,72,0.2672151739844145,0.3123558093987963,-0.27722962179868316
environmental_only,PULANGBATO,1,71,0.2657182525596725,0.30814878153087566,-0.22736292391983115
environmental_only,PULANGBATO,2,70,0.2831794587327735,0.31869418695347607,-0.29602428518201074
environmental_only,PULANGBATO,3,69,0.28205429213156313,0.31736369150424854,-0.268588762154115
environmental_only,PULANGBATO,4,68,0.2585228502348778,0.30257912734865605,-0.13802765938685813
environmental_only,PULANGBATO,8,64,0.24368017595541536,0.3109665899226198,-0.13817270493399114
environmental_only,PULANGBATO,12,60,0.20382923647330295,0.28875468331401344,-0.09151040614107031
environmental_only,PUNG-OL-SIBUGAY,0,72,0.2126571787292,0.49591378924185836,-0.06330578923383778
environmental_only,PUNG-OL-SIBUGAY,1,71,0.2180928211077485,0.5008012447716634,-0.07143416201830233
environmental_only,PUNG-OL-SIBUGAY,2,70,0.22430719822828152,0.5020807995063524,-0.06392517936382136
environmental_only,PUNG-OL-SIBUGAY,3,69,0.2221714186970653,0.5074930796189442,-0.0737231736644417
environmental_only,PUNG-OL-SIBUGAY,4,68,0.22208602462085408,0.5123292198527112,-0.08077756480573539
environmental_only,PUNG-OL-SIBUGAY,8,64,0.22256725522284096,0.5329472465487687,-0.11117308128522607
environmental_only,PUNG-OL-SIBUGAY,12,60,0.18922608173852282,0.47681878093238084,-0.10605694521544673
environmental_only,PUNTA PRINCESA,0,72,0.8569753635020595,1.1070328772638953,0.054456769411662664
environmental_only,PUNTA PRINCESA,1,71,0.8513941641759007,1.1428987825991799,-0.001618962435560034
environmental_only,PUNTA PRINCESA,2,70,0.8348512185623871,1.0663924202907018,-0.027331248315257684
environmental_only,PUNTA PRINCESA,3,69,0.8334844559388115,1.0666840238613953,-0.02442063067128908
environmental_only,PUNTA PRINCESA,4,68,0.8280463666874928,1.051926595502838,-0.032630711644058064
environmental_only,PUNTA PRINCESA,8,64,0.8136723137656965,1.0815753815959805,-0.0912144235210921
environmental_only,PUNTA PRINCESA,12,60,0.860827720373813,1.133773001485897,-0.16534585445329242
environmental_only,QUIOT PARDO,0,72,0.9164244914985585,1.1407999768443344,-0.06547458305102483
environmental_only,QUIOT PARDO,1,71,0.8932875002116966,1.1274079161550254,-0.037460498709659173
environmental_only,QUIOT PARDO,2,70,0.8981906048022825,1.1170128021095305,-0.0040755855436469535
environmental_only,QUIOT PARDO,3,69,0.8838234679534416,1.1216951367870183,-0.010166965305924647
environmental_only,QUIOT PARDO,4,68,0.9149503030461563,1.1190968858131705,0.009069963825279137
environmental_only,QUIOT PARDO,8,64,0.9347217165596122,1.1930320829106467,-0.07187745105689647
environmental_only,QUIOT PARDO,12,60,0.9737254918698369,1.2313141300167876,-0.15173752952192343
environmental_only,SAMBAG I (POB.),0,72,0.6653491560680767,0.7986850942438474,-0.014375033347761246
environmental_only,SAMBAG I (POB.),1,71,0.6532302521406629,0.7815244806974908,0.004222325123375614
environmental_only,SAMBAG I (POB.),2,70,0.6286642686078122,0.7640588864279612,0.021699277888260537
environmental_only,SAMBAG I (POB.),3,69,0.6548630611257795,0.7900504420310076,-0.034001237383121996
environmental_only,SAMBAG I (POB.),4,68,0.6582076637797367,0.7841743497058836,-0.006881584718926526
environmental_only,SAMBAG I (POB.),8,64,0.6657505564382227,0.800149953642341,-0.005915929533367947
environmental_only,SAMBAG I (POB.),12,60,0.6912010161455406,0.8178966885847649,-0.0051076692456288875
environmental_only,SAMBAG II (POB.),0,72,0.8154719567365818,0.9973915475119136,-0.13715343697153703
environmental_only,SAMBAG II (POB.),1,71,0.7806235811656589,0.9550161651327326,-0.04540101619518233
environmental_only,SAMBAG II (POB.),2,70,0.8030813178901179,0.9859311768674568,-0.09849986140320954
environmental_only,SAMBAG II (POB.),3,69,0.8343789144273717,1.0209455193948258,-0.16109779053768314
environmental_only,SAMBAG II (POB.),4,68,0.8460785993234645,1.023222010156189,-0.16741034393121956
environmental_only,SAMBAG II (POB.),8,64,0.8816087335820942,1.0938887531981312,-0.3439109699789664
environmental_only,SAMBAG II (POB.),12,60,0.8869860765506071,1.070528324673044,-0.2505944886748066
environmental_only,SAN ANTONIO (POB.),0,72,0.24674194383668382,0.44848146301285163,-0.03441177371161741
environmental_only,SAN ANTONIO (POB.),1,71,0.2410053120338994,0.4508679903220028,-0.03300835001772717
environmental_only,SAN ANTONIO (POB.),2,70,0.24842756261366597,0.4543947250714537,-0.03660386705587482
environmental_only,SAN ANTONIO (POB.),3,69,0.244682650286503,0.45536331496306104,-0.028354915783289858
environmental_only,SAN ANTONIO (POB.),4,68,0.2513545486156413,0.45809968979007926,-0.027935409357400243
environmental_only,SAN ANTONIO (POB.),8,64,0.22684898475311316,0.46217128306412436,-0.04280691283183935
environmental_only,SAN ANTONIO (POB.),12,60,0.21502232381679176,0.465248338774627,-0.05302927059078444
environmental_only,SAN JOSE,0,72,0.27139785204635897,0.34416037597357846,-0.08293818871108449
environmental_only,SAN JOSE,1,71,0.273798445144712,0.34076655455978405,-0.04905057198154106
environmental_only,SAN JOSE,2,70,0.28728606751870545,0.3467764389252979,-0.07330437724805705
environmental_only,SAN JOSE,3,69,0.2863641396400712,0.3453675320076255,-0.051640821921753455
environmental_only,SAN JOSE,4,68,0.2742931847815666,0.3446354633589283,-0.034292162794308245
environmental_only,SAN JOSE,8,64,0.2509734442158188,0.3458755834773701,0.01009262781647946
environmental_only,SAN JOSE,12,60,0.2322383910990175,0.33873849013856727,-0.11341658470318738
environmental_only,SAN NICOLAS CENTRAL,0,72,0.7642505726619859,1.1789053040218571,-0.28313713962081843
environmental_only,SAN NICOLAS CENTRAL,1,71,0.7616436956683648,1.1736588155105168,-0.25521539257989767
environmental_only,SAN NICOLAS CENTRAL,2,70,0.7455128165786986,1.1684176394044663,-0.25271140867984565
environmental_only,SAN NICOLAS CENTRAL,3,69,0.73127990498654,1.1624339249440183,-0.2496724496439504
environmental_only,SAN NICOLAS CENTRAL,4,68,0.698403865596386,1.1201608027618264,-0.23263464541736667
environmental_only,SAN NICOLAS CENTRAL,8,64,0.7022938940805352,1.1717852559416941,-0.29023594632471483
environmental_only,SAN NICOLAS CENTRAL,12,60,0.7151323272534671,1.1694531617543282,-0.2627428856460383
environmental_only,SAN ROQUE (CIUDAD),0,72,0.4823441733978056,0.7992618814250926,-0.15994415889111835
environmental_only,SAN ROQUE (CIUDAD),1,71,0.4837257644583728,0.8032088575983084,-0.16066140893925684
environmental_only,SAN ROQUE (CIUDAD),2,70,0.49173709996229864,0.8051869615563386,-0.1556193564916737
environmental_only,SAN ROQUE (CIUDAD),3,69,0.49129803841186603,0.81618596588314,-0.176404127090791
environmental_only,SAN ROQUE (CIUDAD),4,68,0.4805364052959685,0.787907827154245,-0.15237791757383823
environmental_only,SAN ROQUE (CIUDAD),8,64,0.484438984759943,0.8297190015126062,-0.22868153095665722
environmental_only,SAN ROQUE (CIUDAD),12,60,0.492547056752076,0.8593124294650997,-0.26827493566773053
environmental_only,SANTA CRUZ (POB.),0,72,0.21648645079413137,0.35353300412529287,-0.045040762371530096
environmental_only,SANTA CRUZ (POB.),1,71,0.18996818882181582,0.3562079713783382,-0.04856203810027426
environmental_only,SANTA CRUZ (POB.),2,70,0.22341382146693145,0.35138876273444974,-0.008371511037720492
environmental_only,SANTA CRUZ (POB.),3,69,0.21698653175079233,0.3519335379500234,5.352521134374122e-4
environmental_only,SANTA CRUZ (POB.),4,68,0.24731670644429257,0.35539646954701626,-0.006968883136928783
environmental_only,SANTA CRUZ (POB.),8,64,0.2141893528758359,0.36764768227305195,-0.02525017718136935
environmental_only,SANTA CRUZ (POB.),12,60,0.18960170446874963,0.3441142813013146,-0.024742064768925598
environmental_only,SAPANGDAKU,0,72,0.2533460702486099,0.3769150184447459,-0.022867504130262617
environmental_only,SAPANGDAKU,1,71,0.26584032137405494,0.3784061970287558,-0.019529789543457632
environmental_only,SAPANGDAKU,2,70,0.26436306528756864,0.37284173851781943,0.02133087111084586
environmental_only,SAPANGDAKU,3,69,0.27020203702971485,0.3690754094184225,0.05186036847405251
environmental_only,SAPANGDAKU,4,68,0.25892049077849805,0.36791495765350934,0.0685845418371892
environmental_only,SAPANGDAKU,8,64,0.2344906411529208,0.382955008473659,-0.03035504246601506
environmental_only,SAPANGDAKU,12,60,0.2198944805608455,0.3772385608265994,-0.024624308776572068
environmental_only,SAWANG CALERO (POB.),0,72,0.7501907707469949,1.26270444421224,-0.18010941028532912
environmental_only,SAWANG CALERO (POB.),1,71,0.7436226626412242,1.288436536678438,-0.2177541272279695
environmental_only,SAWANG CALERO (POB.),2,70,0.7569600432224036,1.2708866229134228,-0.17422088437261052
environmental_only,SAWANG CALERO (POB.),3,69,0.7626232845606956,1.2855212846496633,-0.19065705778161846
environmental_only,SAWANG CALERO (POB.),4,68,0.7779410365155959,1.2826095193785323,-0.17462679379598312
environmental_only,SAWANG CALERO (POB.),8,64,0.7935593849995876,1.3572755864675197,-0.26117984024312046
environmental_only,SAWANG CALERO (POB.),12,60,0.8217517582945072,1.4090834662006153,-0.3005564725239782
environmental_only,SINSIN,0,72,0.0638717686718159,0.2340748283340814,-0.04425248141882432
environmental_only,SINSIN,1,71,0.06367101399214756,0.23593718750780374,-0.0470675479846101
environmental_only,SINSIN,2,70,0.06832643922235294,0.2358282082879456,-0.03224706340561756
environmental_only,SINSIN,3,69,0.06635402275844658,0.23768694866619328,-0.03451193223421267
environmental_only,SINSIN,4,68,0.06574497724604501,0.23801033922930356,-0.02322114603961989
environmental_only,SINSIN,8,64,0.06663326362617014,0.25019429395554155,-0.06832528602303012
environmental_only,SINSIN,12,60,0.07054601525674285,0.2577611143139571,-0.06779844369884946
environmental_only,SIRAO,0,72,0.20045684461662888,0.35837587012902594,-0.07386780981157703
environmental_only,SIRAO,1,71,0.19623358001526137,0.36001921354892497,-0.07112022593611811
environmental_only,SIRAO,2,70,0.1934779136269588,0.35974912928089947,-0.05692539414998299
environmental_only,SIRAO,3,69,0.19101016665464118,0.3642307434019031,-0.07053130163486299
environmental_only,SIRAO,4,68,0.19013585755515494,0.36157179269043843,-0.042266830533794986
environmental_only,SIRAO,8,64,0.20335157767145293,0.376040611375704,-0.07259480294447962
environmental_only,SIRAO,12,60,0.21237731424340509,0.38347049034164465,-0.05875724213260214
environmental_only,SUBA POB. (SUBA SAN NICOLAS),0,72,0.9172997332668473,1.3670958943610794,-0.22889940890668692
environmental_only,SUBA POB. (SUBA SAN NICOLAS),1,71,0.9241438811518169,1.399612391662985,-0.27024565773162657
environmental_only,SUBA POB. (SUBA SAN NICOLAS),2,70,0.9150466128679859,1.3695882099179666,-0.19928002834771297
environmental_only,SUBA POB. (SUBA SAN NICOLAS),3,69,0.9274268351922024,1.4009339940441976,-0.2465334899997782
environmental_only,SUBA POB. (SUBA SAN NICOLAS),4,68,0.9366805616810249,1.381401526492962,-0.20412681499510454
environmental_only,SUBA POB. (SUBA SAN NICOLAS),8,64,0.9864309289686917,1.493888972585228,-0.3733564691764606
environmental_only,SUBA POB. (SUBA SAN NICOLAS),12,60,1.0128979223019055,1.5381756908359672,-0.40576729512515897
environmental_only,SUDLON I,0,72,0.0898729714307916,0.25816993983742625,-0.03141046346287446
environmental_only,SUDLON I,1,71,0.09416867843281546,0.26026846175217444,-0.0347748105264003
environmental_only,SUDLON I,2,70,0.09968763406922095,0.2617376245982311,-0.03286849919566204
environmental_only,SUDLON I,3,69,0.0979187822451369,0.2644822395507873,-0.040737565109268736
environmental_only,SUDLON I,4,68,0.10398943671658645,0.262376210063865,-0.010546217171351069
environmental_only,SUDLON I,8,64,0.09249807566548425,0.2787236952632169,-0.07866283200557245
environmental_only,SUDLON I,12,60,0.09638164710765175,0.28547179540716944,-0.06683245637372415
environmental_only,SUDLON II,0,72,0.07485225445547092,0.2337740251707788,-0.04157032527256055
environmental_only,SUDLON II,1,71,0.07008583075383874,0.23594991662526324,-0.04718053233849839
environmental_only,SUDLON II,2,70,0.08284023511833041,0.23915310322264854,-0.0615591410114078
environmental_only,SUDLON II,3,69,0.08145299898773904,0.2400684689851826,-0.05534651200782803
environmental_only,SUDLON II,4,68,0.0788691311053272,0.2401396383199435,-0.04161101643207599
environmental_only,SUDLON II,8,64,0.0703253346810043,0.24666506543291292,-0.03839837021906267
environmental_only,SUDLON II,12,60,0.07355021368565129,0.2555594196099849,-0.04963491529023378
environmental_only,T. PADILLA,0,72,0.5582757299233927,0.731276562751314,-0.07325741069031677
environmental_only,T. PADILLA,1,71,0.5487431784966099,0.730159447914187,-0.06394399940073803
environmental_only,T. PADILLA,2,70,0.5435210531700756,0.7366363629374013,-0.07387009001940603
environmental_only,T. PADILLA,3,69,0.5360484551147637,0.7525205245718105,-0.1113326764520306
environmental_only,T. PADILLA,4,68,0.5411869425301815,0.749628257486383,-0.09361205089547786
environmental_only,T. PADILLA,8,64,0.5364095661315303,0.7970651935768727,-0.19643298015488608
environmental_only,T. PADILLA,12,60,0.5535976341339719,0.7878646474027585,-0.12860127750376926
environmental_only,TABUNAN,0,72,0.14697335742943796,0.3450361121987185,-0.08845639973674668
environmental_only,TABUNAN,1,71,0.15216856665072648,0.3467983067534291,-0.08651677333956354
environmental_only,TABUNAN,2,70,0.1560425915122801,0.3475764554755608,-0.07826233654768155
environmental_only,TABUNAN,3,69,0.15401819974802775,0.35152498728702786,-0.08947388379166266
environmental_only,TABUNAN,4,68,0.15564053461869823,0.35109100452067843,-0.07340276334743456
environmental_only,TABUNAN,8,64,0.13783932671478458,0.34849174356504226,-0.11036795733031446
environmental_only,TABUNAN,12,60,0.14360651267715163,0.35776555092886125,-0.10765933161815822
environmental_only,TAGBAO,0,72,0.09903785889541565,0.35144482770520535,-0.06893791739085775
environmental_only,TAGBAO,1,71,0.0997462793666,0.35552656917874265,-0.07996283348662492
environmental_only,TAGBAO,2,70,0.10166029646156144,0.3567902774840816,-0.07360857198816317
environmental_only,TAGBAO,3,69,0.10403353643702917,0.36061150030578004,-0.08238383640107028
environmental_only,TAGBAO,4,68,0.1042200393397735,0.36319362206520467,-0.08339258129891425
environmental_only,TAGBAO,8,64,0.1110367670727304,0.3744775807004162,-0.08993595028440526
environmental_only,TAGBAO,12,60,0.11873661911183847,0.3873110645057041,-0.09986863233961296
environmental_only,TALAMBAN,0,72,1.096470026040661,1.2764824135976856,-0.3407694784016053
environmental_only,TALAMBAN,1,71,1.016459721376132,1.1848921987434287,-0.1393126792729471
environmental_only,TALAMBAN,2,70,1.0311688213554733,1.2025348696434375,-0.20836315693570273
environmental_only,TALAMBAN,3,69,1.043380523155596,1.2129907741193742,-0.2285305592367588
environmental_only,TALAMBAN,4,68,0.9813439769479356,1.1566924033590102,-0.10101835720422891
environmental_only,TALAMBAN,8,64,0.9015727665610396,1.1328456842260295,-0.053840808766647985
environmental_only,TALAMBAN,12,60,0.9234081408279773,1.1511455924738836,-0.10428014589337353
environmental_only,TAPTAP,0,72,0.11724006167724303,0.3271883720020583,-0.02770141542422988
environmental_only,TAPTAP,1,71,0.11531339006783947,0.32700268283372597,-0.013229198947500853
environmental_only,TAPTAP,2,70,0.12108174841359017,0.33164680880451186,-0.028528756435230118
environmental_only,TAPTAP,3,69,0.11076646777043098,0.31437362118374074,-0.02736531346616622
environmental_only,TAPTAP,4,68,0.10615162349598395,0.3156857941642452,-0.021765799170726075
environmental_only,TAPTAP,8,64,0.09472978882253708,0.3292679365382766,-0.04982875658578445
environmental_only,TAPTAP,12,60,0.09643791303977939,0.3383766559322301,-0.043533014196363684
environmental_only,TEJERO (VILLA GONZALO),0,72,0.7067993115407557,0.9336375176683049,-0.09149372237641873
environmental_only,TEJERO (VILLA GONZALO),1,71,0.6601493015198888,0.9053736421585553,-0.049292767467184806
environmental_only,TEJERO (VILLA GONZALO),2,70,0.6731805048392594,0.9045598480433913,-0.03868387087880487
environmental_only,TEJERO (VILLA GONZALO),3,69,0.6532269897466781,0.9073498909770036,-0.0336641057982916
environmental_only,TEJERO (VILLA GONZALO),4,68,0.6768819351600283,0.9075609818798442,-0.025204821340831574
environmental_only,TEJERO (VILLA GONZALO),8,64,0.6429915566170377,0.9447339915263558,-0.09981089085343942
environmental_only,TEJERO (VILLA GONZALO),12,60,0.6499727235925729,0.9682680620051689,-0.10624547480736957
environmental_only,TINAGO,0,72,0.3679273359401665,0.6356371413227205,-0.06645378769018451
environmental_only,TINAGO,1,71,0.3716572527651331,0.6498757505344783,-0.10311312632134761
environmental_only,TINAGO,2,70,0.38240532113407233,0.6496436679186081,-0.09070716603746809
environmental_only,TINAGO,3,69,0.37856697271716977,0.6554554032199402,-0.09851198780356119
environmental_only,TINAGO,4,68,0.38599688388534087,0.6566153651028342,-0.0905955377869414
environmental_only,TINAGO,8,64,0.3739291001085993,0.686518375921614,-0.15528153203955442
environmental_only,TINAGO,12,60,0.37303252254800345,0.7070051963827467,-0.18387029721311987
environmental_only,TISA,0,72,1.2140706450871006,1.4896716805142476,-0.13060707364366797
environmental_only,TISA,1,71,1.137360497054961,1.4129413992708135,-0.01266547878602653
environmental_only,TISA,2,70,1.1239597749004697,1.402263052318675,-0.06054751488174159
environmental_only,TISA,3,69,1.1417780351148408,1.4176249231725362,-0.06881068732691142
environmental_only,TISA,4,68,1.1314568917021484,1.442226699010377,-0.09544448116043447
environmental_only,TISA,8,64,1.2425695853572596,1.484026449528947,-0.15532301791553693
environmental_only,TISA,12,60,1.2334588709613166,1.5075519902721688,-0.2667234575235915
environmental_only,TO-ONG PARDO,0,72,0.06633152332888198,0.20301172889417482,-0.03213595441368278
environmental_only,TO-ONG PARDO,1,71,0.06315153799618561,0.19969681425365873,0.014563139030162597
environmental_only,TO-ONG PARDO,2,70,0.06784284719846985,0.20424528933183095,-0.016960583332300327
environmental_only,TO-ONG PARDO,3,69,0.07222755320913285,0.20499300728221168,-0.0104412897866355
environmental_only,TO-ONG PARDO,4,68,0.06828674219202568,0.19923000081324735,0.05877666118978875
environmental_only,TO-ONG PARDO,8,64,0.05631801457737243,0.21574044703719233,-0.041770383814534906
environmental_only,TO-ONG PARDO,12,60,0.039928095811301675,0.1779201725533421,0.017585206163105882
environmental_only,ZAPATERA,0,72,0.37405283037310816,0.5133550569441314,-0.005266534743739948
environmental_only,ZAPATERA,1,71,0.37543099622092385,0.5253151442208154,-0.04279925020190234
environmental_only,ZAPATERA,2,70,0.35923817689781656,0.48299593752366643,-0.030745600320460476
environmental_only,ZAPATERA,3,69,0.35232108384945204,0.47891002162956187,-0.03405136816176113
environmental_only,ZAPATERA,4,68,0.33727429956311167,0.4740465563327693,-0.03599792236102406
environmental_only,ZAPATERA,8,64,0.33572939928080353,0.4786758324756971,-0.047453954725950265
environmental_only,ZAPATERA,12,60,0.3192393927487636,0.4908050177900409,-0.09082067390739179
standard,ADLAON,0,72,0.18357742180555556,0.35429299844591694,-0.04953866617514069
standard,ADLAON,1,72,0.2064557083611111,0.36397228860107095,-0.10766884917982966
standard,ADLAON,2,72,0.2053835716388889,0.36461709833213557,-0.11159699613809981
standard,ADLAON,3,72,0.17486255883333332,0.32957022009914855,0.006934583074731826
standard,ADLAON,4,72,0.17301418001388888,0.3065375223725265,0.14088911888194555
standard,ADLAON,8,72,0.20918000654166666,0.3270250888665993,-0.08282226357559774
standard,ADLAON,12,72,0.14797580947222222,0.3234640538187495,-0.05936856539269586
standard,AGSUNGOT,0,72,0.10696316683333333,0.38571267439858553,-0.038015883071091494
standard,AGSUNGOT,1,72,0.10610235865277778,0.38236609270927485,-0.020081626888129644
standard,AGSUNGOT,2,72,0.10522062081944444,0.38745016026066,-0.04738866317669155
standard,AGSUNGOT,3,72,0.10689425104166667,0.3884088163462555,-0.05257811879239305
standard,AGSUNGOT,4,72,0.10754389648611111,0.38933386137441073,-0.05759778667063653
standard,AGSUNGOT,8,72,0.07119126340277777,0.28748497557367586,-0.029916385481285612
standard,AGSUNGOT,12,72,0.059764910708333334,0.2884033655899711,-0.036507169842065146
standard,APAS,0,72,0.92742578875,1.1769166846577088,-0.21621423840304765
standard,APAS,1,72,0.9544997470555555,1.1743848004001405,-0.19659704675916156
standard,APAS,2,72,0.9054560983194445,1.1022834863921858,-0.17185297424914858
standard,APAS,3,72,0.9507340825416667,1.1807461214650552,-0.3446200399983501
standard,APAS,4,72,0.9860324778888889,1.2077948755158354,-0.39114343331399337
standard,APAS,8,72,1.0881697050277779,1.2713672736256072,-0.5872867352167359
standard,APAS,12,72,0.9446705793611111,1.1033298322352378,-0.20088935294805577
standard,BABAG,0,72,0.3537405073611111,0.5018935395962225,-0.10290092606283352
standard,BABAG,1,72,0.3452225857083333,0.4973284292852873,-0.08292869689757021
standard,BABAG,2,72,0.33664015280555554,0.4829560629901378,-0.050521425464807646
standard,BABAG,3,72,0.320662989125,0.4664471045585821,-0.010661219179232795
standard,BABAG,4,72,0.32060799056944445,0.46364322205426495,0.0014527296971643677
standard,BABAG,8,72,0.359785444375,0.48767542166663247,-0.14262911102671083
standard,BABAG,12,72,0.22563608019444445,0.44316103271890217,-0.0649524869997784
standard,BACAYAN,0,72,0.5414442154027778,0.6518403739785614,-0.020222420751218273
standard,BACAYAN,1,72,0.5644263113611111,0.6949935485428902,-0.16138919877744962
standard,BACAYAN,2,72,0.5342142820972222,0.6577239821419386,-0.04016824553488951
standard,BACAYAN,3,72,0.5535682623333333,0.6725247770121504,-0.17233458020206882
standard,BACAYAN,4,72,0.592398305875,0.7171563623269431,-0.33912600591002273
standard,BACAYAN,8,72,0.6580023687777777,0.7567311375342328,-0.5207869893646611
