origin_year,origin_week,target_year,target_week,forecast_horizon,forecast_horizon_label,city_dengue_cases,city_incidence_10000,target_cases,target_incidence_10000,target_log_incidence,target_population,city_outbreak_threshold_cases,city_large_outbreak_threshold_cases,actual_cases,actual_incidence_10000,actual_log_incidence,actual_outbreak,pure_lightgbm_cases,predicted_cases,pure_lightgbm_log_incidence,predicted_log_incidence,outbreak_probability,alert_threshold,predicted_outbreak_from_cases,predicted_outbreak_from_probability,alert_level,alert_level_from_cases,error,absolute_error,display_in_app_default,model_type,uses_autocorrelation_features,includes_citywide_environmental_features,mae,rmse,r2,mode,model_scope,horizon,total_predicted_cases,actual_cases_available,forecast_available
2025,1,2025,11,10,H+10,53,0.5480522758271134,37,0.38200510723866077,0.32353542088037235,968573.4378646396,77.75,131,37,0.38200510723866077,0.32353542088037235,FALSE,47.05656230531978,47.05656230531978,0.3959760330407952,0.3959760330407952,0.4540506631391128,0.5,0,0,Watch,Watch,10.05656230531978,10.05656230531978,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,24.733470633714624,29.420435481549305,-1.2826627468229401,standard,city,10,47.05656230531978,TRUE,TRUE
2025,1,2025,12,11,H+11,53,0.5480522758271134,45,0.4645278012277454,0.3815328705317197,968725.6582074346,77.75,131,45,0.4645278012277454,0.3815328705317197,FALSE,32.51613654558921,32.51613654558921,0.2894247100755114,0.2894247100755114,0.34177862947216586,0.5,0,0,Watch,Low,-12.483863454410788,12.483863454410788,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,27.772365038059714,32.63557783114404,-1.7021768597254407,standard,city,11,32.51613654558921,TRUE,TRUE
2025,1,2025,13,12,H+12,53,0.5480522758271134,31,0.31995770541902435,0.2775996947357205,968878.0571607628,77.75,131,31,0.31995770541902435,0.2775996947357205,FALSE,39.08126060606518,39.08126060606518,0.33887373937655385,0.33887373937655385,0.395076254584962,0.5,0,0,Watch,Watch,8.081260606065179,8.081260606065179,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,22.389902114617275,26.739346935194916,-0.7582596083302073,standard,city,12,39.08126060606518,TRUE,TRUE
2025,2,2025,2,0,H+0,78,0.806442046422961,78,0.806442046422961,0.591359190505834,967211.4734837464,77.75,131,78,0.806442046422961,0.591359190505834,TRUE,45.83734517270166,45.83734517270166,0.3879203205070577,0.3879203205070577,0.44542201833644923,0.5,0,0,Watch,Watch,-32.16265482729834,32.16265482729834,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,9.639426664345436,11.769836985130722,0.5214117034804702,standard,city,0,45.83734517270166,TRUE,TRUE
2025,2,2025,3,1,H+1,78,0.806442046422961,56,0.5788938857049687,0.4567245295351795,967362.091444514,77.75,131,56,0.5788938857049687,0.4567245295351795,FALSE,45.098649157533195,45.098649157533195,0.38267563051558173,0.38267563051558173,0.440127911368947,0.5,0,0,Watch,Watch,-10.901350842466805,10.901350842466805,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,12.5747639820352,15.468429289377072,0.2330940010439665,standard,city,1,45.098649157533195,TRUE,TRUE
2025,2,2025,4,2,H+2,78,0.806442046422961,80,0.8268623712952247,0.6025999441233734,967512.8869957565,77.75,131,80,0.8268623712952247,0.6025999441233734,TRUE,40.77734516584802,40.77734516584802,0.3516884900069296,0.3516884900069296,0.40812952599066965,0.5,0,0,Watch,Watch,-39.22265483415198,39.22265483415198,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,13.066446355618545,16.153370004964884,0.17458024261597216,standard,city,2,40.77734516584802,TRUE,TRUE
2025,2,2025,5,3,H+3,78,0.806442046422961,69,0.7130575278710393,0.5382798018901898,967663.8602499834,77.75,131,69,0.7130575278710393,0.5382798018901898,FALSE,75.06991872286245,75.06991872286245,0.5742426248926804,0.5742426248926804,0.619218477945455,0.5,0,1,Moderate,Moderate,6.069918722862454,6.069918722862454,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,15.69401556274462,19.86043392972974,-0.1783271656600438,standard,city,3,75.06991872286245,TRUE,TRUE
2025,2,2025,6,4,H+4,78,0.806442046422961,58,0.5992880800732708,0.4695585802719254,967815.0113199104,77.75,131,58,0.5992880800732708,0.4695585802719254,FALSE,72.31514212089334,72.31514212089334,0.5580145330330173,0.5580145330330173,0.6054850687791856,0.5,0,1,Moderate,Moderate,14.315142120893341,14.315142120893341,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,20.690269629798852,25.259965378433055,-0.9185186607610409,standard,city,4,72.31514212089334,TRUE,TRUE
2025,2,2025,7,5,H+5,78,0.806442046422961,73,0.7541584553031356,0.5619892292670884,967966.3403184612,77.75,131,73,0.7541584553031356,0.5619892292670884,FALSE,67.72662448114058,67.72662448114058,0.5304397280679484,0.5304397280679484,0.5815015056946252,0.5,0,1,Moderate,Moderate,-5.2733755188594245,5.2733755188594245,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,18.65598094696018,23.960358546436293,-0.6921211635088906,standard,city,5,67.72662448114058,TRUE,TRUE
2025,2,2025,8,6,H+6,78,0.806442046422961,62,0.640417901282879,0.4949510272309656,968117.8473587666,77.75,131,62,0.640417901282879,0.4949510272309656,FALSE,84.29311525584541,84.29311525584541,0.6263076913406256,0.6263076913406256,0.6618128448317362,0.5,1,1,Moderate,High,22.293115255845407,22.293115255845407,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,25.378592665205506,31.390676676068104,-1.7966147461038036,standard,city,6,84.29311525584541,TRUE,TRUE
2025,2,2025,9,7,H+7,78,0.806442046422961,59,0.6093344674841301,0.4758207193002308,968269.5325541655,77.75,131,59,0.6093344674841301,0.4758207193002308,FALSE,86.46433027698887,86.46433027698887,0.638151202454482,0.638151202454482,0.6711262756154712,0.5,1,1,Moderate,High,27.464330276988875,27.464330276988875,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,34.515870553971546,41.443514982919616,-3.883053064340129,standard,city,7,86.46433027698887,TRUE,TRUE
2025,2,2025,10,8,H+8,78,0.806442046422961,50,0.5163041647528829,0.4162759034759227,968421.3960182046,77.75,131,50,0.5163041647528829,0.4162759034759227,FALSE,101.41373994549647,101.41373994549647,0.7164762912920587,0.7164762912920587,0.7286529862967361,0.5,1,1,High,High,51.413739945496474,51.413739945496474,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,40.013757103939064,46.87649995774674,-5.119488275577525,standard,city,8,101.41373994549647,TRUE,TRUE
2025,2,2025,11,9,H+9,78,0.806442046422961,37,0.38200510723866077,0.32353542088037235,968573.4378646396,77.75,131,37,0.38200510723866077,0.32353542088037235,FALSE,64.83857202298249,64.83857202298249,0.512478295063078,0.512478295063078,0.5656638987095131,0.5,0,1,Moderate,Moderate,27.83857202298249,27.83857202298249,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,26.42889533870525,31.520948586732473,-1.706150632553832,standard,city,9,64.83857202298249,TRUE,TRUE
2025,2,2025,12,10,H+10,78,0.806442046422961,45,0.4645278012277454,0.3815328705317197,968725.6582074346,77.75,131,45,0.4645278012277454,0.3815328705317197,FALSE,59.588633939301005,59.588633939301005,0.47941169403967226,0.47941169403967226,0.5353232601452526,0.5,0,1,Moderate,Watch,14.588633939301005,14.588633939301005,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,24.733470633714624,29.420435481549305,-1.2826627468229401,standard,city,10,59.588633939301005,TRUE,TRUE
2025,2,2025,13,11,H+11,78,0.806442046422961,31,0.31995770541902435,0.2775996947357205,968878.0571607628,77.75,131,31,0.31995770541902435,0.2775996947357205,FALSE,62.10812346641276,62.10812346641276,0.4953249322922648,0.4953249322922648,0.5501397537086443,0.5,0,1,Moderate,Watch,31.108123466412763,31.108123466412763,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,27.772365038059714,32.63557783114404,-1.7021768597254407,standard,city,11,62.10812346641276,TRUE,TRUE
2025,2,2025,14,12,H+12,78,0.806442046422961,35,0.36118569157325786,0.30835615196231486,969030.6348390074,77.75,131,35,0.36118569157325786,0.30835615196231486,FALSE,43.22729779639548,43.22729779639548,0.3688620080604069,0.3688620080604069,0.4264889682161285,0.5,0,0,Watch,Watch,8.227297796395483,8.227297796395483,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,22.389902114617275,26.739346935194916,-0.7582596083302073,standard,city,12,43.22729779639548,TRUE,TRUE
2025,3,2025,3,0,H+0,56,0.5788938857049687,56,0.5788938857049687,0.4567245295351795,967362.091444514,77.75,131,56,0.5788938857049687,0.4567245295351795,FALSE,77.84924645864226,77.84924645864226,0.5904265580861404,0.5904265580861404,0.6325898506486676,0.5,1,1,Moderate,High,21.849246458642256,21.849246458642256,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,9.639426664345436,11.769836985130722,0.5214117034804702,standard,city,0,77.84924645864226,TRUE,TRUE
2025,3,2025,4,1,H+1,56,0.5788938857049687,80,0.8268623712952247,0.6025999441233734,967512.8869957565,77.75,131,80,0.8268623712952247,0.6025999441233734,TRUE,70.78631430960891,70.78631430960891,0.549064169933544,0.549064169933544,0.5976508000096241,0.5,0,1,Moderate,Moderate,-9.213685690391088,9.213685690391088,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,12.5747639820352,15.468429289377072,0.2330940010439665,standard,city,1,70.78631430960891,TRUE,TRUE
2025,3,2025,5,2,H+2,56,0.5788938857049687,69,0.7130575278710393,0.5382798018901898,967663.8602499834,77.75,131,69,0.7130575278710393,0.5382798018901898,FALSE,73.67546748065872,73.67546748065872,0.5660945212316282,0.5660945212316282,0.6123275267869938,0.5,0,1,Moderate,Moderate,4.675467480658725,4.675467480658725,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,13.066446355618545,16.153370004964884,0.17458024261597216,standard,city,2,73.67546748065872,TRUE,TRUE
2025,3,2025,6,3,H+3,56,0.5788938857049687,58,0.5992880800732708,0.4695585802719254,967815.0113199104,77.75,131,58,0.5992880800732708,0.4695585802719254,FALSE,93.69952482297536,93.69952482297536,0.677096716308476,0.677096716308476,0.700349529805097,0.5,1,1,High,High,35.69952482297536,35.69952482297536,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,15.69401556274462,19.86043392972974,-0.1783271656600438,standard,city,3,93.69952482297536,TRUE,TRUE
2025,3,2025,7,4,H+4,56,0.5788938857049687,73,0.7541584553031356,0.5619892292670884,967966.3403184612,77.75,131,73,0.7541584553031356,0.5619892292670884,FALSE,79.06413716361388,79.06413716361388,0.5970803879422449,0.5970803879422449,0.6382862354911224,0.5,1,1,Moderate,High,6.0641371636138786,6.0641371636138786,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,20.690269629798852,25.259965378433055,-0.9185186607610409,standard,city,4,79.06413716361388,TRUE,TRUE
2025,3,2025,8,5,H+5,56,0.5788938857049687,62,0.640417901282879,0.4949510272309656,968117.8473587666,77.75,131,62,0.640417901282879,0.4949510272309656,FALSE,71.60741479559057,71.60741479559057,0.5536873767672746,0.5536873767672746,0.6018775623376149,0.5,0,1,Moderate,Moderate,9.607414795590572,9.607414795590572,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,18.65598094696018,23.960358546436293,-0.6921211635088906,standard,city,5,71.60741479559057,TRUE,TRUE
2025,3,2025,9,6,H+6,56,0.5788938857049687,59,0.6093344674841301,0.4758207193002308,968269.5325541655,77.75,131,59,0.6093344674841301,0.4758207193002308,FALSE,68.99639539698354,68.99639539698354,0.5379976587408429,0.5379976587408429,0.5882806889290951,0.5,0,1,Moderate,Moderate,9.996395396983544,9.996395396983544,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,25.378592665205506,31.390676676068104,-1.7966147461038036,standard,city,6,68.99639539698354,TRUE,TRUE
2025,3,2025,10,7,H+7,56,0.5788938857049687,50,0.5163041647528829,0.4162759034759227,968421.3960182046,77.75,131,50,0.5163041647528829,0.4162759034759227,FALSE,93.21004303968878,93.21004303968878,0.6742164539134039,0.6742164539134039,0.6984571038945149,0.5,1,1,Moderate,High,43.210043039688784,43.210043039688784,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,34.515870553971546,41.443514982919616,-3.883053064340129,standard,city,7,93.21004303968878,TRUE,TRUE
2025,3,2025,11,8,H+8,56,0.5788938857049687,37,0.38200510723866077,0.32353542088037235,968573.4378646396,77.75,131,37,0.38200510723866077,0.32353542088037235,FALSE,73.81972952977492,73.81972952977492,0.5665340976003,0.5665340976003,0.6130461708102973,0.5,0,1,Moderate,Moderate,36.81972952977492,36.81972952977492,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,40.013757103939064,46.87649995774674,-5.119488275577525,standard,city,8,73.81972952977492,TRUE,TRUE
2025,3,2025,12,9,H+9,56,0.5788938857049687,45,0.4645278012277454,0.3815328705317197,968725.6582074346,77.75,131,45,0.4645278012277454,0.3815328705317197,FALSE,74.55940503692534,74.55940503692534,0.5707901561810924,0.5707901561810924,0.6167100048577965,0.5,0,1,Moderate,Moderate,29.55940503692534,29.55940503692534,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,26.42889533870525,31.520948586732473,-1.706150632553832,standard,city,9,74.55940503692534,TRUE,TRUE
2025,3,2025,13,10,H+10,56,0.5788938857049687,31,0.31995770541902435,0.2775996947357205,968878.0571607628,77.75,131,31,0.31995770541902435,0.2775996947357205,FALSE,63.37952979047209,63.37952979047209,0.5032896008635922,0.5032896008635922,0.5574362694946305,0.5,0,1,Moderate,Moderate,32.37952979047209,32.37952979047209,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,24.733470633714624,29.420435481549305,-1.2826627468229401,standard,city,10,63.37952979047209,TRUE,TRUE
2025,3,2025,14,11,H+11,56,0.5788938857049687,35,0.36118569157325786,0.30835615196231486,969030.6348390074,77.75,131,35,0.36118569157325786,0.30835615196231486,FALSE,64.27894334637017,64.27894334637017,0.508823070385008,0.508823070385008,0.5625263577019288,0.5,0,1,Moderate,Moderate,29.27894334637017,29.27894334637017,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,27.772365038059714,32.63557783114404,-1.7021768597254407,standard,city,11,64.27894334637017,TRUE,TRUE
2025,3,2025,15,12,H+12,56,0.5788938857049687,21,0.2166772582699966,0.19612358431579288,969183.3913567605,77.75,131,21,0.2166772582699966,0.19612358431579288,FALSE,49.707863522065416,49.707863522065416,0.4140177498536124,0.4140177498536124,0.4723538732018562,0.5,0,0,Watch,Watch,28.707863522065416,28.707863522065416,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,22.389902114617275,26.739346935194916,-0.7582596083302073,standard,city,12,49.707863522065416,TRUE,TRUE
2025,4,2025,4,0,H+0,80,0.8268623712952247,80,0.8268623712952247,0.6025999441233734,967512.8869957565,77.75,131,80,0.8268623712952247,0.6025999441233734,TRUE,60.03299432239914,60.03299432239914,0.4827272153496816,0.4827272153496816,0.5379714273913762,0.5,0,1,Moderate,Watch,-19.96700567760086,19.96700567760086,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,9.639426664345436,11.769836985130722,0.5214117034804702,standard,city,0,60.03299432239914,TRUE,TRUE
2025,4,2025,5,1,H+1,80,0.8268623712952247,69,0.7130575278710393,0.5382798018901898,967663.8602499834,77.75,131,69,0.7130575278710393,0.5382798018901898,FALSE,57.13759408160326,57.13759408160326,0.46402921998297036,0.46402921998297036,0.5204411546434535,0.5,0,1,Moderate,Watch,-11.862405918396739,11.862405918396739,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,12.5747639820352,15.468429289377072,0.2330940010439665,standard,city,1,57.13759408160326,TRUE,TRUE
2025,4,2025,6,2,H+2,80,0.8268623712952247,58,0.5992880800732708,0.4695585802719254,967815.0113199104,77.75,131,58,0.5992880800732708,0.4695585802719254,FALSE,64.62077044630237,64.62077044630237,0.511443957940284,0.511443957940284,0.5644454844072744,0.5,0,1,Moderate,Moderate,6.620770446302373,6.620770446302373,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,13.066446355618545,16.153370004964884,0.17458024261597216,standard,city,2,64.62077044630237,TRUE,TRUE
2025,4,2025,7,3,H+3,80,0.8268623712952247,73,0.7541584553031356,0.5619892292670884,967966.3403184612,77.75,131,73,0.7541584553031356,0.5619892292670884,FALSE,72.37153951182461,72.37153951182461,0.5582811085758009,0.5582811085758009,0.6057711336688623,0.5,0,1,Moderate,Moderate,-0.6284604881753921,0.6284604881753921,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,15.69401556274462,19.86043392972974,-0.1783271656600438,standard,city,3,72.37153951182461,TRUE,TRUE
2025,4,2025,8,4,H+4,80,0.8268623712952247,62,0.640417901282879,0.4949510272309656,968117.8473587666,77.75,131,62,0.640417901282879,0.4949510272309656,FALSE,75.24970915950715,75.24970915950715,0.5750832055533821,0.5750832055533821,0.6200979863961418,0.5,0,1,Moderate,Moderate,13.249709159507148,13.249709159507148,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,20.690269629798852,25.259965378433055,-0.9185186607610409,standard,city,4,75.24970915950715,TRUE,TRUE
2025,4,2025,9,5,H+5,80,0.8268623712952247,59,0.6093344674841301,0.4758207193002308,968269.5325541655,77.75,131,59,0.6093344674841301,0.4758207193002308,FALSE,69.46234050665804,69.46234050665804,0.5408036068191769,0.5408036068191769,0.5907406878344581,0.5,0,1,Moderate,Moderate,10.462340506658037,10.462340506658037,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,18.65598094696018,23.960358546436293,-0.6921211635088906,standard,city,5,69.46234050665804,TRUE,TRUE
2025,4,2025,10,6,H+6,80,0.8268623712952247,50,0.5163041647528829,0.4162759034759227,968421.3960182046,77.75,131,50,0.5163041647528829,0.4162759034759227,FALSE,84.47729518256763,84.47729518256763,0.6271780828201786,0.6271780828201786,0.6626130193439269,0.5,1,1,Moderate,High,34.47729518256763,34.47729518256763,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,25.378592665205506,31.390676676068104,-1.7966147461038036,standard,city,6,84.47729518256763,TRUE,TRUE
2025,4,2025,11,7,H+7,80,0.8268623712952247,37,0.38200510723866077,0.32353542088037235,968573.4378646396,77.75,131,37,0.38200510723866077,0.32353542088037235,FALSE,78.6586225199847,78.6586225199847,0.5944908014985198,0.5944908014985198,0.6363947447060481,0.5,1,1,Moderate,High,41.658622519984704,41.658622519984704,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,34.515870553971546,41.443514982919616,-3.883053064340129,standard,city,7,78.6586225199847,TRUE,TRUE
2025,4,2025,12,8,H+8,80,0.8268623712952247,45,0.4645278012277454,0.3815328705317197,968725.6582074346,77.75,131,45,0.4645278012277454,0.3815328705317197,FALSE,94.80466431046898,94.80466431046898,0.6824165039924579,0.6824165039924579,0.7045786378930412,0.5,1,1,High,High,49.80466431046898,49.80466431046898,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,40.013757103939064,46.87649995774674,-5.119488275577525,standard,city,8,94.80466431046898,TRUE,TRUE
2025,4,2025,13,9,H+9,80,0.8268623712952247,31,0.31995770541902435,0.2775996947357205,968878.0571607628,77.75,131,31,0.31995770541902435,0.2775996947357205,FALSE,71.42488790734033,71.42488790734033,0.5522698539772896,0.5522698539772896,0.6009418271003683,0.5,0,1,Moderate,Moderate,40.424887907340334,40.424887907340334,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,26.42889533870525,31.520948586732473,-1.706150632553832,standard,city,9,71.42488790734033,TRUE,TRUE
2025,4,2025,14,10,H+10,80,0.8268623712952247,35,0.36118569157325786,0.30835615196231486,969030.6348390074,77.75,131,35,0.36118569157325786,0.30835615196231486,FALSE,73.88119180037405,73.88119180037405,0.5666899616311379,0.5666899616311379,0.6133519413960691,0.5,0,1,Moderate,Moderate,38.881191800374054,38.881191800374054,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,24.733470633714624,29.420435481549305,-1.2826627468229401,standard,city,10,73.88119180037405,TRUE,TRUE
2025,4,2025,15,11,H+11,80,0.8268623712952247,21,0.2166772582699966,0.19612358431579288,969183.3913567605,77.75,131,21,0.2166772582699966,0.19612358431579288,FALSE,66.2173608734954,66.2173608734954,0.5207136104960003,0.5207136104960003,0.5732983561465492,0.5,0,1,Moderate,Moderate,45.217360873495394,45.217360873495394,FALSE,City-week Pure LightGBM regressor,TRUE,TRUE,27.772365038059714,32.63557783114404,-1.7021768597254407,standard,city,11,66.2173608734954,TRUE,TRUE
2025,4,2025,16,12,H+12,80,0.8268623712952247,23,0.2372757459244749,0.21291198362464542,969336.3268288248,77.75,131,23,0.2372757459244749,0.21291198362464542,FALSE,54.130171145099176,54.130171145099176,0.4436757442896082,0.4436757442896082,0.5015280644729729,0.5,0,1,Moderate,Watch,31.130171145099176,31.130171145099176,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,22.389902114617275,26.739346935194916,-0.7582596083302073,standard,city,12,54.130171145099176,TRUE,TRUE
2025,5,2025,5,0,H+0,69,0.7130575278710393,69,0.7130575278710393,0.5382798018901898,967663.8602499834,77.75,131,69,0.7130575278710393,0.5382798018901898,FALSE,65.40913764549617,65.40913764549617,0.5163795459708631,0.5163795459708631,0.5688395922037105,0.5,0,1,Moderate,Moderate,-3.5908623545038267,3.5908623545038267,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,9.639426664345436,11.769836985130722,0.5214117034804702,standard,city,0,65.40913764549617,TRUE,TRUE
2025,5,2025,6,1,H+1,69,0.7130575278710393,58,0.5992880800732708,0.4695585802719254,967815.0113199104,77.75,131,58,0.5992880800732708,0.4695585802719254,FALSE,66.56729063032365,66.56729063032365,0.5234318693894211,0.5234318693894211,0.5752144988258858,0.5,0,1,Moderate,Moderate,8.567290630323654,8.567290630323654,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,12.5747639820352,15.468429289377072,0.2330940010439665,standard,city,1,66.56729063032365,TRUE,TRUE
2025,5,2025,7,2,H+2,69,0.7130575278710393,73,0.7541584553031356,0.5619892292670884,967966.3403184612,77.75,131,73,0.7541584553031356,0.5619892292670884,FALSE,79.31792436768565,79.31792436768565,0.5985224620122921,0.5985224620122921,0.6394649964733529,0.5,1,1,Moderate,High,6.317924367685649,6.317924367685649,TRUE,City-week Pure LightGBM regressor,TRUE,TRUE,13.066446355618545,16.153370004964884,0.17458024261597216,standard,city,2,79.31792436768565,TRUE,TRUE
