Model,forecast_horizon,forecast_horizon_label,RMSE_raw,MAE_raw,R2_raw,Correlation_raw,Bias_raw,Mean_pred_raw,Mean_actual_raw,RMSE_log_incidence,MAE_log_incidence,R2_log_incidence,Correlation_log_incidence,Precision,Recall,Outbreak_F1_count_threshold,False_alarm_rate,Specificity,TP,TN,FP,FN,High_week_RMSE_raw,High_week_MAE_raw,High_week_Bias_raw,High_week_Underprediction_rate
City-week environmental-only LightGBM regressor,3,H+3,43.04430217882373,39.21005407928563,-4.535027297241086,0.3261114221084421,39.21005407928563,78.79338741261896,39.583333333333336,0.2937213633437956,0.26099422798917843,-3.524259953521117,0.32980993332142927,0.01639344262295082,1,0.03225806451612903,0.8450704225352113,0.15492957746478872,1,11,60,0,19.21307308368905,18.033926836395707,18.033926836395707,0
