forecast_horizon,forecast_horizon_label,model_key,keep_per_var,score,RMSE_raw,MAE_raw,R2_raw,feature_count
4,H+4,lgb,5,77.76805116434,55.65391784406192,27.189161565247144,0.4368285974788263,98
4,H+4,lgb,3,78.51748680440299,56.403531736213715,27.10012143879672,0.4215554878690858,76
4,H+4,lgb,4,78.81782435377087,56.468713820937836,27.476847398021434,0.4202177700256249,87
4,H+4,lgb,2,81.74975443385866,58.332310813266474,28.570981984421692,0.38131801435829904,65
4,H+4,lgb,1,82.39587495479563,58.725391392503674,29.055819277246684,0.3729517671994169,54
