forecast_horizon_label,model_part,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,nrounds,validation_RMSE_raw,validation_MAE_raw,validation_R2_raw,validation_Correlation_raw,validation_score
H+3,regressor,0.03,15,20,0.85,0.85,1,400,45.26831435993269,22.676015027578853,0.6274043720248912,0.8810923182647391,62.761376002528095
H+3,regressor,0.03,31,20,0.85,0.85,1,400,45.41844327709,22.76563428777134,0.6249289039194375,0.8815873306383578,62.8921209810275
H+3,regressor,0.03,15,20,0.85,0.85,1,500,45.40917097618482,22.746197016788276,0.6250820318918818,0.8809734172866442,62.909630369859045
H+3,regressor,0.03,15,20,0.85,0.85,1,600,45.52401514832448,22.81481842907016,0.6231832264050163,0.8809378173244207,63.087520764433826
H+3,regressor,0.03,31,20,0.85,0.85,1,500,45.63316888735076,22.907402760226148,0.621374059535722,0.8812690453691517,63.23105773543178
H+3,regressor,0.03,31,20,0.85,0.85,1,600,45.69577421592021,22.937939835814184,0.6203344533872399,0.8818086567312943,63.339729294158516
H+3,regressor,0.03,7,20,0.85,0.85,1,600,46.968006657726136,22.963565647157733,0.5988993496072541,0.8598697346829476,64.92024247862207
H+3,regressor,0.03,7,20,0.85,0.85,1,500,46.91197611350726,22.943195265481265,0.5998557658658802,0.858504448738894,64.92803134518827
H+3,regressor,0.03,7,20,0.85,0.85,1,400,46.91589122606669,23.011507464324325,0.599788973749309,0.8574698284716538,64.98625120064212
H+3,regressor,0.03,7,10,0.85,0.85,1,400,46.560788021803,23.214049530480544,0.6058243864884925,0.8478539288881729,64.99335667720946
H+3,regressor,0.03,7,5,0.85,0.85,1,400,46.576280725818684,23.502544081510525,0.6055620257179709,0.8583686278848273,65.0633065048448
H+3,regressor,0.05,31,20,0.85,0.85,1,400,47.18806619732465,23.505440451720734,0.5951319850766438,0.8733837741229719,65.07566010826271
H+3,regressor,0.05,15,20,0.85,0.85,1,400,47.26986687721774,23.495737443346158,0.5937270881584564,0.8696522884871979,65.13636018024212
H+3,regressor,0.03,7,10,0.85,0.85,1,500,46.75039171369735,23.310920553521008,0.6026075456165756,0.8478508291631989,65.2262700169733
H+3,regressor,0.05,31,20,0.85,0.85,1,500,47.286349597111645,23.607043411617084,0.5934437088912594,0.873614661849667,65.2416716152803
H+3,regressor,0.05,15,20,0.85,0.85,1,500,47.37765820290552,23.560489149881516,0.5918720955488714,0.8691075841553205,65.29122813001345
H+3,regressor,0.03,7,10,0.85,0.85,1,600,46.84900399788141,23.28766463070758,0.6009293090798832,0.8490431394894005,65.34523915298861
H+3,regressor,0.05,31,20,0.85,0.85,1,600,47.373837088696874,23.660659502048034,0.5919379257526036,0.8733687899906399,65.37766387915036
H+3,regressor,0.05,15,20,0.85,0.85,1,600,47.451640959199935,23.60492320144148,0.5905964730910457,0.8690021747685629,65.40385376815847
H+3,regressor,0.03,7,5,0.85,0.85,1,500,46.89136376572692,23.646770121571965,0.6002073221549655,0.8590648662352409,65.49126064414928
H+3,regressor,0.03,7,5,0.85,0.85,1,600,47.01458866258965,23.666174833246313,0.5981033465814827,0.8604466611339,65.61783842452873
H+3,regressor,0.05,7,20,0.85,0.85,1,400,48.115888865894,23.052922101663142,0.5790542447021767,0.8631578601743294,66.12546436960406
H+3,regressor,0.05,7,20,0.85,0.85,1,500,48.291177437558375,23.185650976780273,0.5759816054242773,0.8635273964685277,66.38591592434196
H+3,regressor,0.05,7,10,0.85,0.85,1,400,47.82267056487098,23.543328301109657,0.5841691002659364,0.8460076347074595,66.40770151540842
H+3,regressor,0.05,7,20,0.85,0.85,1,600,48.34162081711234,23.266199538506392,0.5750953113625686,0.86427323283041,66.50610151922052
H+3,regressor,0.05,7,10,0.85,0.85,1,500,47.94112055984304,23.635915498952738,0.5821066404976085,0.8482286244873266,66.58336316778275
H+3,regressor,0.05,7,10,0.85,0.85,1,600,48.079437429385194,23.69469145835016,0.579691799808524,0.8486917409237001,66.77158906822189
H+3,regressor,0.03,31,10,0.85,0.85,1,400,48.25379744067088,24.716396190121028,0.5766377779511977,0.8448600143819396,67.08399733502979
H+3,regressor,0.03,31,10,0.85,0.85,1,500,48.27657295398897,24.752758248599083,0.5762380345945628,0.8452288958579607,67.14246236603921
H+3,regressor,0.03,31,10,0.85,0.85,1,600,48.270452543838346,24.76318158797284,0.5763454752213608,0.8454923964922463,67.14495181909706
H+3,regressor,0.05,15,10,0.85,0.85,1,500,48.25074519160513,24.303482604773645,0.5766913350242816,0.8582851376972822,67.32156411837224
H+3,regressor,0.05,15,10,0.85,0.85,1,600,48.249090912574026,24.310801130534685,0.5767203608410214,0.8585300233611736,67.3238069946711
H+3,regressor,0.05,15,10,0.85,0.85,1,400,48.25502116647363,24.301460102713005,0.5766163045803211,0.8584110095678039,67.33476816521096
H+3,regressor,0.05,7,5,0.85,0.85,1,400,48.6036532317276,24.026283682641896,0.5704764942109142,0.8567167398197035,67.7562303344769
H+3,regressor,0.05,7,5,0.85,0.85,1,600,48.59169573611029,24.159290269591146,0.5706878113985222,0.8604734704480986,67.81207858932851
H+3,regressor,0.05,7,5,0.85,0.85,1,500,48.66584012503413,24.09892928038473,0.5693766665875114,0.8575195519252544,67.86604820024583
H+3,regressor,0.05,31,10,0.85,0.85,1,500,48.684495317103185,25.03592444112809,0.5690464595799982,0.8482042756712252,67.91472783777778
H+3,regressor,0.05,31,10,0.85,0.85,1,600,48.691505935931055,25.04158848464988,0.5689223351121817,0.8482844951984777,67.92701783583834
H+3,regressor,0.05,31,10,0.85,0.85,1,400,48.706543099813004,25.039045710968065,0.5686560387099961,0.8477164862147456,67.93878370388794
H+3,regressor,0.05,15,5,0.85,0.85,1,400,49.42175377466168,24.19045986353714,0.5558952547106898,0.836521599773617,68.75290822154861
H+3,regressor,0.05,15,5,0.85,0.85,1,500,49.44153503648718,24.20677257383289,0.5555396740329439,0.8363865285691912,68.77648717247484
H+3,regressor,0.05,15,5,0.85,0.85,1,600,49.4611282297946,24.214800828402346,0.5551873337342976,0.8363915387806091,68.8008252775962
H+3,regressor,0.03,15,10,0.85,0.85,1,400,49.58125395653722,24.558228726524092,0.5530240862169244,0.8385824951416431,68.94411739048897
H+3,regressor,0.03,15,10,0.85,0.85,1,500,49.61735307375969,24.594196507956568,0.5523729808671017,0.8386539705437637,68.9941384089552
H+3,regressor,0.03,15,10,0.85,0.85,1,600,49.64701069354762,24.61200592588487,0.5518377036427464,0.8387560770195889,69.0333985607532
H+3,regressor,0.03,15,5,0.85,0.85,1,400,50.07664644940692,24.58140943459375,0.5440475195097083,0.8270175766176633,69.66471229922183
H+3,regressor,0.03,15,5,0.85,0.85,1,500,50.28832090790674,24.711705925974552,0.5401847418281271,0.8259997186509453,69.98713448301936
H+3,regressor,0.03,15,5,0.85,0.85,1,600,50.34022824342993,24.77437510041108,0.5392350142351853,0.8262993682504168,70.0799657407614
H+3,regressor,0.05,31,5,0.85,0.85,1,400,51.09108962803987,25.68467516234606,0.5253872090067127,0.8249420743745892,71.00225339988746
H+3,regressor,0.05,31,5,0.85,0.85,1,500,51.09271667267048,25.686695077050715,0.5253569795285469,0.8249553987070589,71.00540035912933
H+3,regressor,0.05,31,5,0.85,0.85,1,600,51.0934123069997,25.687074469372515,0.5253440547812099,0.8249652221814999,71.00674011992112
H+3,regressor,0.03,31,5,0.85,0.85,1,400,52.39091762057757,26.53699735200355,0.5009303974074406,0.8097333725992296,72.88380520242337
H+3,regressor,0.03,31,5,0.85,0.85,1,500,52.39969438963886,26.54615029645249,0.500763170500806,0.8097517370507625,72.89704811169372
H+3,regressor,0.03,31,5,0.85,0.85,1,600,52.40108008177668,26.552458778953877,0.5007367658545704,0.8097611962892942,72.90162418552168
