Model,forecast_horizon,forecast_horizon_label,RMSE_raw,MAE_raw,R2_raw,Correlation_raw,Bias_raw,Mean_pred_raw,Mean_actual_raw,RMSE_log_incidence,MAE_log_incidence,R2_log_incidence,Correlation_log_incidence,Precision,Recall,Outbreak_F1_count_threshold,False_alarm_rate,Specificity,TP,TN,FP,FN,High_week_RMSE_raw,High_week_MAE_raw,High_week_Bias_raw,High_week_Underprediction_rate
City-week Pure LightGBM regressor,0,H+0,11.769836985130722,9.639426664345436,0.5214117034804702,0.7368651569367779,-1.6758651250248187,40.50469043053074,42.18055555555556,0.08477061715307349,0.06983184288607312,0.5317731003368273,0.7396027000584986,0,0,NA,0.014285714285714285,0.9857142857142858,0,69,1,2,14.566606972515753,11.830355478527014,-8.465008452362278,0.8333333333333334
