forecast_horizon_label,model_part,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,nrounds,validation_RMSE_raw,validation_MAE_raw,validation_R2_raw,validation_Correlation_raw,validation_score
H+10,regressor,0.03,15,20,0.85,0.85,1,400,69.84515689238262,36.92989821028715,0.11300391529372844,0.5131591855083205,98.95014387778106
H+10,regressor,0.03,31,20,0.85,0.85,1,400,69.84386440502604,37.21137766809051,0.11303674278437881,0.502045274267887,99.03041284005413
H+10,regressor,0.03,7,20,0.85,0.85,1,400,70.09678407963997,37.57644373686763,0.10660134191488702,0.4977851680573057,99.22585648259063
H+10,regressor,0.05,31,10,0.85,0.85,1,400,69.86102227237858,40.15852486240016,0.11260090586951399,0.44442667608654357,99.25468910087186
H+10,regressor,0.03,15,20,0.85,0.85,1,500,70.06446265657553,36.970853273911075,0.10742503900946365,0.5064341150200352,99.26822832483177
H+10,regressor,0.05,31,10,0.85,0.85,1,500,69.87778576941786,40.161150088979014,0.11217498319110353,0.443833787452216,99.2799681574784
H+10,regressor,0.05,31,10,0.85,0.85,1,600,69.894510216165,40.168328201715276,0.11174995085941475,0.4430537598838287,99.30477174046797
H+10,regressor,0.05,31,20,0.85,0.85,1,400,70.41715989601883,37.44240835753106,0.09841616146987286,0.45674119180379963,99.49321105953635
H+10,regressor,0.03,31,20,0.85,0.85,1,500,70.15398730196249,37.3072366645707,0.1051426120962391,0.49121255941744324,99.50501480547008
H+10,regressor,0.03,15,20,0.85,0.85,1,600,70.26624125569555,37.03026508694213,0.1022765840875075,0.4991215511327906,99.55999778356383
H+10,regressor,0.03,31,10,0.85,0.85,1,400,70.19448126273112,40.47632059028605,0.10410926304698376,0.427564040369824,99.59575623244515
H+10,regressor,0.05,31,20,0.85,0.85,1,500,70.53588541232054,37.46536553040617,0.0953734018895056,0.4524295443778138,99.65816277690942
H+10,regressor,0.03,7,20,0.85,0.85,1,500,70.42210271902547,37.56123409309941,0.0982895864773553,0.4890246747837981,99.67859073524886
H+10,regressor,0.03,31,10,0.85,0.85,1,500,70.25421000406911,40.50512698318577,0.1025839809666722,0.42536577486777133,99.68684422108996
H+10,regressor,0.03,31,20,0.85,0.85,1,600,70.30257438164921,37.31469034390353,0.10134795804602859,0.4864566287153583,99.71420514100478
H+10,regressor,0.03,31,10,0.85,0.85,1,600,70.29812427314259,40.519791474207636,0.1014617226573915,0.42378807419056186,99.75462651549856
H+10,regressor,0.05,31,20,0.85,0.85,1,600,70.60451195697851,37.497379267233576,0.09361226717837412,0.449831670604652,99.75761130478242
H+10,regressor,0.05,15,20,0.85,0.85,1,400,70.66091089004276,37.49832522280817,0.09216364253038067,0.45783908738595885,99.90391931320347
