forecast_horizon_label,model_part,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,bagging_fraction,bagging_freq,nrounds,validation_RMSE_raw,validation_MAE_raw,validation_R2_raw,validation_Correlation_raw,validation_score
H+1,regressor,0.03,7,5,0.85,0.85,1,400,39.080756962774174,19.62183423564243,0.7223005353847447,0.9184118131284797,53.904493490129866
H+1,regressor,0.03,7,5,0.85,0.85,1,500,39.481213116594326,19.942203515949437,0.7165802664701846,0.918878048348665,54.4842144621317
H+1,regressor,0.03,7,5,0.85,0.85,1,600,39.905056146577735,20.252788892519252,0.7104624062951714,0.9201251252641276,55.09446330739656
H+1,regressor,0.03,15,20,0.85,0.85,1,400,40.10666740742907,20.314889534609712,0.7075293694426961,0.9160019595797724,55.28660464275761
H+1,regressor,0.03,31,20,0.85,0.85,1,400,40.26278234247036,20.307333182599674,0.7052480581201834,0.9138737500958702,55.437273860219165
H+1,regressor,0.05,15,10,0.85,0.85,1,400,40.15301581581128,20.74021356148663,0.7068530040555598,0.9119309698988144,55.44727955519753
H+1,regressor,0.03,15,20,0.85,0.85,1,500,40.2695919294515,20.46319553839734,0.7051483477374634,0.9169206738903609,55.54572350487809
H+1,regressor,0.05,15,10,0.85,0.85,1,500,40.33219737266283,20.825042479224262,0.7042308481329312,0.9117939023495989,55.700990242624236
H+1,regressor,0.03,31,20,0.85,0.85,1,500,40.429516269439524,20.478814260055117,0.7028017836988387,0.9146075728178226,55.73449849553014
H+1,regressor,0.03,7,20,0.85,0.85,1,400,40.546949761437624,19.996521812840058,0.7010727641523814,0.9152290417760041,55.746973248385295
H+1,regressor,0.03,15,10,0.85,0.85,1,400,40.65140857526437,20.258851564758448,0.6995305614952207,0.9075220011727019,55.7854352003817
H+1,regressor,0.05,15,10,0.85,0.85,1,600,40.3891404241112,20.86183416656059,0.703395094649361,0.911779967340383,55.786428215405536
H+1,regressor,0.03,15,20,0.85,0.85,1,600,40.48327446873387,20.586651835985652,0.702010902954457,0.9171194324486799,55.84261843359802
H+1,regressor,0.05,31,20,0.85,0.85,1,400,40.491619725771976,20.624548292044835,0.7018880348338749,0.9131077525340071,55.8491512656526
H+1,regressor,0.03,15,10,0.85,0.85,1,500,40.75330340377101,20.312683508730355,0.6980223897679324,0.9083249204177425,55.91505113036298
H+1,regressor,0.03,31,20,0.85,0.85,1,600,40.55302193332026,20.598626456220398,0.7009832248167949,0.9158642760774913,55.9439084923341
H+1,regressor,0.05,31,5,0.85,0.85,1,600,40.862732301492514,20.151473205785102,0.6963984996867949,0.8930939251822043,56.04824270604627
H+1,regressor,0.05,31,5,0.85,0.85,1,500,40.86469654157337,20.151572832214253,0.696369311204533,0.8930852508219228,56.050560345815654
H+1,regressor,0.05,31,5,0.85,0.85,1,400,40.8685000003217,20.154281317959956,0.6963127880615435,0.8930062447744493,56.05724891392364
H+1,regressor,0.03,15,10,0.85,0.85,1,600,40.876673845177166,20.39766648669776,0.696191298876055,0.908965062354749,56.082592874541064
H+1,regressor,0.05,31,20,0.85,0.85,1,500,40.681356370062225,20.77457381925814,0.6990876881999727,0.9133179746758592,56.13801451458283
H+1,regressor,0.03,7,20,0.85,0.85,1,500,40.83416543814735,20.263960384776098,0.6968228428711292,0.9159953671576181,56.1676164731563
H+1,regressor,0.03,7,10,0.85,0.85,1,400,40.708102518896006,20.33090401001738,0.6986918857059516,0.9137373038865753,56.20629203487007
H+1,regressor,0.05,31,10,0.85,0.85,1,400,40.681536851414336,21.207248747944767,0.6990850182210824,0.9083652785972407,56.275351544688675
H+1,regressor,0.05,31,10,0.85,0.85,1,500,40.68315923380443,21.22264572891609,0.6990610167236049,0.908516868086654,56.2874585896797
H+1,regressor,0.05,31,10,0.85,0.85,1,600,40.697639268460854,21.236885679581036,0.6988467569427199,0.9085192233500642,56.31271823676086
H+1,regressor,0.05,31,20,0.85,0.85,1,600,40.82900305046037,20.882899365822464,0.69689949530531,0.9132219076588465,56.359372323622125
H+1,regressor,0.05,15,20,0.85,0.85,1,400,41.266913454468124,20.823195798280118,0.6903628348334401,0.9117476110481355,56.786332412462166
H+1,regressor,0.03,7,20,0.85,0.85,1,600,41.25434698781021,20.600117516462944,0.6905513855314316,0.916127287980086,56.81389742004278
H+1,regressor,0.03,7,10,0.85,0.85,1,500,41.127470915840355,20.697479709242103,0.6924518519683007,0.9146285105300873,56.819340425464105
H+1,regressor,0.05,7,10,0.85,0.85,1,400,41.2059450192046,20.951778340169554,0.6912770853297032,0.9154505861994192,56.899893238547186
H+1,regressor,0.05,15,20,0.85,0.85,1,500,41.39046331689221,20.945601708372294,0.6885060012053013,0.9121725572691062,56.965392808522196
H+1,regressor,0.05,15,5,0.85,0.85,1,400,41.2972848385579,21.22567672851209,0.6899068971790248,0.9053816222319696,57.02252878959402
H+1,regressor,0.05,15,5,0.85,0.85,1,500,41.318448578215055,21.256014931828545,0.6895889871113856,0.9057822221533903,57.062883531486534
H+1,regressor,0.05,15,20,0.85,0.85,1,600,41.49328707289336,21.002416968704104,0.686956428469748,0.9125017956985757,57.11427601875002
H+1,regressor,0.05,15,5,0.85,0.85,1,600,41.3856309289349,21.297915195072072,0.6885787315812117,0.9057148022872741,57.15960716634313
H+1,regressor,0.05,7,5,0.85,0.85,1,400,41.30719288524143,21.200845479470072,0.6897580842234895,0.9164824093143191,57.30508271592642
H+1,regressor,0.03,31,5,0.85,0.85,1,600,41.46038920038598,20.985272419283756,0.6874526236700627,0.890457805704703,57.36619195676494
H+1,regressor,0.03,31,5,0.85,0.85,1,400,41.45908348680028,20.984213321932568,0.6874723094924683,0.8902052247796141,57.371651530986405
H+1,regressor,0.03,31,5,0.85,0.85,1,500,41.48458383505128,20.9936066966583,0.687087736790601,0.8902046327389915,57.40028619316727
H+1,regressor,0.03,7,10,0.85,0.85,1,600,41.5511974124536,21.06171007021022,0.6860820166625627,0.9158315353839022,57.44673477489605
H+1,regressor,0.05,7,20,0.85,0.85,1,400,41.641753780959995,20.964477664726992,0.6847122246255295,0.917812361912613,57.47594875039595
H+1,regressor,0.05,7,5,0.85,0.85,1,500,41.51330788534329,21.570624753047046,0.6866542639941768,0.917762579306298,57.68601313255126
H+1,regressor,0.05,7,10,0.85,0.85,1,500,41.85925855338593,21.38196341105771,0.6814099769767528,0.9157358627877286,57.88566831761966
H+1,regressor,0.03,31,10,0.85,0.85,1,400,42.23635539150921,21.356312708400974,0.6756439675934394,0.8914146147097913,57.94199519903063
H+1,regressor,0.05,7,20,0.85,0.85,1,500,41.92832141857607,21.292911469879098,0.6803578374242842,0.9186507278059468,57.944457802855794
H+1,regressor,0.03,31,10,0.85,0.85,1,500,42.258184499296775,21.384108350562702,0.6753086056798784,0.8917068222437208,57.97799417630928
