"variable","feature","lag","cor_log_incidence","cor_cases","cor_outbreak","cor_large_outbreak","selection_score","selected"
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag17",17,0.117884708065696,0.112537634145452,0.0941572124790956,0.0744374746311621,0.108109384512167,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag16",16,0.0995440360191831,0.100861071146342,0.0844486171695994,0.0679900197596087,0.0945852838602936,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag15",15,0.0804826405378119,0.0781606102756825,0.0638264116391638,0.0521041441802827,0.0743336459755164,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag4",4,0.0679943282514899,0.0595757988246286,0.0623829382736469,0.0377717931467625,0.0611838809449393,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag5",5,0.0673011480304232,0.0600822373119983,0.0607194627830527,0.0353456621768639,0.060591727906513,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag6",6,0.0687235079063632,0.0596244349136981,0.0577356175245106,0.0354373206747604,0.0605620300784922,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag7",7,0.0624561868579904,0.054425501818676,0.0541709781826784,0.0278820783585186,0.0549452549429864,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag14",14,0.056410091311629,0.0548463592873013,0.0398795966317634,0.0355447980380366,0.0512966815737752,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag3",3,0.0594531317447842,0.0470795220586141,0.0497852719304895,0.0254781165994929,0.0502746878679513,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag8",8,0.0542838820408094,0.0452244412528081,0.0472779389269235,0.0232139708707491,0.04695519518092,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag9",9,0.0480671147072996,0.040921374140092,0.0429858416064888,0.0240588187512671,0.0424030849480521,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag2",2,0.0428588378410365,0.0333450751251225,0.0367949204089452,0.0201220284586919,0.0363457523374184,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag13",13,0.0340295054878471,0.0334542313892978,0.0262735024183396,0.0208696045234481,0.0313487689964888,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag1",1,0.0369760320119261,0.0257334412125081,0.0288531088453177,0.0141268968055989,0.0295377732365058,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag10",10,0.0206942572610506,0.0230022362600322,0.0222100336090211,0.0138260418973927,0.0210425948265239,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag12",12,0.013661196119147,0.00993223770760341,0.00692757668504955,5.62930995142095e-05,0.00998552745802886,FALSE
"neighbor_env_rh_mean","neighbor_env_rh_mean_lag11",11,0.0074334295048384,0.00549190380507468,0.010662630305984,0.00430459715772009,0.0069253923953811,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag15",15,0.199950603589453,0.170129481434483,0.153778500899177,0.105325613719968,0.173124896444724,TRUE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag14",14,0.196510813651289,0.164966147495807,0.149741746555935,0.10218179830844,0.169021918898282,TRUE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag16",16,0.193602905646609,0.166272645173888,0.150350090851921,0.105137863102249,0.168702888007518,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag17",17,0.191490935536426,0.16123783566848,0.147123147234735,0.100691358923126,0.165167224676061,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag13",13,0.190865862405766,0.159407341117327,0.147619266033141,0.0956220847917156,0.163844012737514,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag18",18,0.181715204440792,0.150942471665772,0.136124397722431,0.0975659262892601,0.155691199146628,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag12",12,0.181696860743656,0.148129259271465,0.137809803347869,0.0849606487810405,0.15369152042276,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag19",19,0.170889918861341,0.14207608904418,0.130886021152049,0.0944117485638333,0.14715667673919,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag11",11,0.170896144929041,0.138390813063239,0.127870430952591,0.0812750198091065,0.144103309167549,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag20",20,0.157777306660832,0.131837720834668,0.120372771790479,0.0900838713427476,0.136318427859313,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag10",10,0.152830595988564,0.120653717192739,0.114887008490025,0.0695075168596389,0.127544842372352,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag9",9,0.132972963150975,0.103612074293273,0.096941668484614,0.0578645021842923,0.109781111754157,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag8",8,0.116803178298139,0.0898245755081766,0.0834489171396099,0.0532449713686387,0.0960017074549226,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag7",7,0.103117853845161,0.0750551311871216,0.0707135892359668,0.0450643162742813,0.0826299074663802,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag6",6,0.0851166683986342,0.0596254603345098,0.0532895864360636,0.0361228664172386,0.0665213030836655,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag5",5,0.0726230658862027,0.0468813835179861,0.0381426620179859,0.0298491674191099,0.0541640266303851,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag4",4,0.0584336491028476,0.0362146901601349,0.026592128680737,0.0219120982230199,0.0422286303215988,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag3",3,0.0502376532657889,0.0308087117430583,0.0205081565126207,0.0199574786274009,0.0359500817560192,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag2",2,0.0417887119350622,0.0263193396539238,0.012902403643819,0.0183974865323645,0.0297023628527075,FALSE
"neighbor_env_temp_c_mean","neighbor_env_temp_c_mean_lag1",1,0.0378581934231152,0.0223156822501679,0.00945242751423617,0.0153879142530684,0.0259104217092471,FALSE
"neighbor_env_u_component_of_wind_10m_mean","neighbor_env_u_component_of_wind_10m_mean_lag6",6,0.152028433443253,0.142013012253564,0.134445919701001,0.0954715213989424,0.140229967761093,TRUE
"neighbor_env_u_component_of_wind_10m_mean","neighbor_env_u_component_of_wind_10m_mean_lag5",5,0.147846899401129,0.140609681722193,0.131268866792181,0.0920642295574812,0.137248901337794,TRUE
"neighbor_env_u_component_of_wind_10m_mean","neighbor_env_u_component_of_wind_10m_mean_lag4",4,0.144952276063551,0.1418439493749,0.131526686374072,0.0939449395578583,0.136749789618532,FALSE
