horizon,keep_per_var,score,RMSE_raw,MAE_raw,R2_raw,F1,Alert_AUC,feature_count
2,1,2.1861520441059588,0.8954944532872489,0.42105394863182705,0.3945793502717554,0.4506369426751593,0.8907097475094644,43
2,3,2.1903103522640732,0.8899672665534247,0.41239778653038045,0.4020298621283297,0.43670886075949367,0.8933435470003983,69
2,2,2.2026025678878725,0.8995384377138607,0.41760304647856006,0.389098936933315,0.44094488188976383,0.8952189554170209,56
2,4,2.2381587626075072,0.9197539407087054,0.41915375849554104,0.3613326069026528,0.44830307813733233,0.8918478854621664,82
2,5,2.2430810862365305,0.9164295095940975,0.4170802102567168,0.36594116255783016,0.4453312051077414,0.8903862374370538,95
