horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,RMSE_raw,MAE_raw,R2_raw,score
0,0.03,3,3,0.85,0.85,1,0.05,600,0.7962954151649251,0.42576772583712585,0.5212818870899297,0.8814489603323503
0,0.03,3,3,0.85,0.85,1,0.05,500,0.7976666717792964,0.4254362122288309,0.5196317191233497,0.8827539142250626
0,0.03,4,3,0.85,0.85,1,0.05,400,0.7977778638346795,0.42550662505232095,0.5194977863386734,0.8828791888451437
0,0.05,3,3,0.85,0.85,1,0.05,400,0.7981252769588867,0.4258166195356107,0.5190792008390865,0.8832886008660088
0,0.03,3,5,0.85,0.85,1,0.05,600,0.7988691750902231,0.42601722894059085,0.5181822919986983,0.8840726208783414
0,0.03,3,5,0.85,0.85,1,0.05,500,0.8023813158588606,0.4277674033128705,0.5139364618186123,0.8879347965214347
0,0.05,3,5,0.85,0.85,1,0.05,500,0.8026758341169323,0.42759155811878397,0.5135795720043377,0.8881941457406891
0,0.03,3,3,0.85,0.85,1,0.05,400,0.8029470782963603,0.4279489812045847,0.5132507692749423,0.8885368745372773
0,0.03,4,3,0.85,0.85,1,0.05,500,0.8041433047813983,0.4276677843931262,0.5117993758697175,0.8896768616600235
0,0.05,3,5,0.85,0.85,1,0.05,400,0.8040920827213343,0.43098094503612094,0.5118615683797125,0.8902882717285585
0,0.05,3,3,0.85,0.85,1,0.05,500,0.8053975753697318,0.42735337720512423,0.5102752365060678,0.8908682508107566
0,0.03,3,5,0.85,0.85,1,0.05,400,0.8062988550743089,0.43026929544456877,0.5091785707943075,0.8923527141632226
0,0.05,4,3,0.85,0.85,1,0.05,500,0.8075011541883984,0.42667490471016406,0.5077137190578742,0.8928361351304313
0,0.03,4,5,0.85,0.85,1,0.05,500,0.8081827721128155,0.4291639420741763,0.5068822830359045,0.8940155605276507
0,0.05,4,5,0.85,0.85,1,0.05,500,0.8083856363797599,0.42868855633641995,0.5066346941914549,0.8941233476470439
0,0.03,4,3,0.85,0.85,1,0.05,600,0.8099847043502333,0.4283876395539324,0.5046809114698851,0.8956622322610197
0,0.03,4,5,0.85,0.85,1,0.05,400,0.8101565539150412,0.4298568604200646,0.5044707114523165,0.8961279259990541
0,0.03,4,5,0.85,0.85,1,0.05,600,0.8122311900038997,0.4285569248564309,0.5019295748332528,0.8979425749751858
0,0.05,3,3,0.85,0.85,1,0.05,600,0.8176575451056431,0.42959656682401176,0.49525232542433506,0.9035768584704456
0,0.05,4,3,0.85,0.85,1,0.05,600,0.8186832846221271,0.4289960916658527,0.4939851338300204,0.9044825029552976
0,0.05,4,5,0.85,0.85,1,0.05,600,0.8183847564803253,0.43366214192639696,0.4943540973572801,0.9051171848656047
0,0.05,4,5,0.85,0.85,1,0.05,400,0.8205123693298212,0.4326794634218846,0.49172155281802343,0.9070482620141981
0,0.05,3,5,0.85,0.85,1,0.05,600,0.8212314711122176,0.433566573888425,0.49083024607879067,0.9079447858899026
0,0.05,4,3,0.85,0.85,1,0.05,400,0.8280656938151476,0.43355506764681895,0.48232044381647543,0.9147767073445114
