horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,RMSE_raw,MAE_raw,R2_raw,score
6,0.05,4,5,0.85,0.85,1,0.05,400,1.3250863401102873,0.6937027036861613,0.43162170847036874,1.4638268808475194
6,0.05,4,3,0.85,0.85,1,0.05,500,1.3288472125436086,0.694719862679886,0.42839077678059545,1.4677911850795857
6,0.05,3,5,0.85,0.85,1,0.05,400,1.3331762342948548,0.6961598952545838,0.4246604165489285,1.4724082133457714
6,0.05,4,3,0.85,0.85,1,0.05,400,1.3340343634261553,0.6978694206729349,0.4239195174241355,1.4736082475607424
6,0.05,4,3,0.85,0.85,1,0.05,600,1.3375603608886424,0.6994912590049078,0.42087020656153673,1.4774586126896239
6,0.03,3,5,0.85,0.85,1,0.05,600,1.3384659571861672,0.6959790286248067,0.4200857405226983,1.4776617629111286
6,0.03,4,3,0.85,0.85,1,0.05,600,1.339140358725591,0.701503991468418,0.41950120029422266,1.4794411570192747
6,0.03,4,5,0.85,0.85,1,0.05,500,1.342551017526473,0.6990138665202589,0.4165404880562821,1.4823537908305249
6,0.03,4,3,0.85,0.85,1,0.05,500,1.3425456761197572,0.7004596249747674,0.4165451306930462,1.4826376011147107
6,0.03,3,3,0.85,0.85,1,0.05,400,1.3460277823997133,0.7061963258775706,0.4135146392808019,1.4872670475752274
6,0.03,4,5,0.85,0.85,1,0.05,400,1.345816891446629,0.7076720074851093,0.4136984018584897,1.487351292943651
6,0.05,3,5,0.85,0.85,1,0.05,600,1.3483229151115597,0.7008801978257148,0.411512883671705,1.4884989546767027
6,0.05,4,5,0.85,0.85,1,0.05,500,1.3503372568879823,0.7003172711531581,0.40975321667909126,1.490400711118614
6,0.05,3,3,0.85,0.85,1,0.05,600,1.3497761166516218,0.7058883381704414,0.41024367548776686,1.4909537842857101
6,0.03,3,5,0.85,0.85,1,0.05,500,1.3499043324760083,0.707026035069846,0.4101316277432492,1.4913095394899774
6,0.03,4,3,0.85,0.85,1,0.05,400,1.350907635151426,0.7070638935739114,0.40925447455158714,1.4923204138662083
6,0.05,3,3,0.85,0.85,1,0.05,400,1.354470765991574,0.7036752888105327,0.4061340842681904,1.4952058237536805
6,0.05,4,5,0.85,0.85,1,0.05,600,1.3546098710258596,0.7046922831685255,0.40601209716787,1.4955483276595647
6,0.03,3,3,0.85,0.85,1,0.05,500,1.3570571041952875,0.7095156963991566,0.40386396583108986,1.4989602434751188
6,0.05,3,3,0.85,0.85,1,0.05,500,1.3602608673836853,0.7071609224165432,0.4010459073832028,1.501693051866994
6,0.05,3,5,0.85,0.85,1,0.05,500,1.3615602519980072,0.7072530258621335,0.399901063078661,1.503010857170434
6,0.03,3,5,0.85,0.85,1,0.05,400,1.3612209502314203,0.714049206213274,0.4002001159610754,1.5040307914740751
6,0.03,4,5,0.85,0.85,1,0.05,600,1.3620296906033602,0.7135414847231373,0.39948718764198643,1.5047379875479876
6,0.03,3,3,0.85,0.85,1,0.05,600,1.3666023235801128,0.7117156342588042,0.3954483123604495,1.5089454504318736
