variable,feature,lag,cor_log_incidence,cor_cases,cor_outbreak,cor_large_outbreak,peak_lift,selection_score,selected,group
dengue_cases,dengue_cases_lag1,1,0.29214675746735286,0.5571099528943981,0.44333348994959976,0.4460744704491742,2.5885708944671166,0.4458013442578489,TRUE,case
dengue_cases,dengue_cases_lag2,2,0.2784886783635525,0.5322458793684505,0.4279255203289451,0.4180272335815691,2.423539706665428,0.42492495710614825,TRUE,case
dengue_cases,dengue_cases_lag3,3,0.26197535114697207,0.5053663603108102,0.4109966326611813,0.3976376589622382,2.303165661404506,0.40365046777988517,TRUE,case
dengue_cases,dengue_cases_lag4,4,0.24143854202556989,0.47220637764126483,0.3940778804211488,0.37051737351294667,2.1440632088779163,0.37776710325148527,TRUE,case
dengue_cases,dengue_cases_lag5,5,0.22353200271618054,0.43591458082134804,0.3748340311903789,0.3369392267800333,1.9479201629152778,0.3501366401617346,FALSE,case
dengue_cases,dengue_cases_lag6,6,0.20691776521544925,0.40996971143798583,0.3566925117914928,0.31219866909542837,1.8031855729674644,0.3280235934074354,FALSE,case
dengue_cases,dengue_cases_lag7,7,0.19389190419902877,0.38866043148562246,0.34393271791898344,0.28558837425453476,1.6479306250771733,0.3092711873425498,FALSE,case
dengue_cases,dengue_cases_lag8,8,0.1760506891153197,0.3668223089398732,0.3262043096363948,0.2667192284240873,1.5375915123388735,0.28920374384765946,FALSE,case
dengue_cases,dengue_cases_lag9,9,0.16610381900691237,0.34894631646093066,0.31696559492944093,0.25829857503184434,1.4876340933528795,0.2768371096356525,FALSE,case
dengue_cases,dengue_cases_lag10,10,0.1531400782324131,0.32667854133629964,0.29428907399359566,0.2386627395805989,1.3732367471126563,0.2572139576575578,FALSE,case
dengue_cases,dengue_cases_lag11,11,0.13951008708979282,0.31269984158586495,0.2859491704085237,0.22821944861454896,1.311895802316503,0.244515191938955,FALSE,case
dengue_cases,dengue_cases_lag12,12,0.12764390778336837,0.29313732143105053,0.2704012562121555,0.2140866965458057,1.2294800267520067,0.22859681882970587,FALSE,case
dengue_cases,dengue_cases_lag13,13,0.1198716555699535,0.27658706517067405,0.2588993277421403,0.20130086520004323,1.1549461950957538,0.21609025432071421,FALSE,case
dengue_cases,dengue_cases_lag14,14,0.10821796718704477,0.25906328621881997,0.2406514477053697,0.18068396656960342,1.0356648707096945,0.19905504175764083,FALSE,case
dengue_cases,dengue_cases_lag15,15,0.09910229965489016,0.25306988691313154,0.2355185969519444,0.1746108056916415,0.999892856006787,0.1918364518461505,FALSE,case
dengue_cases,dengue_cases_lag16,16,0.0959577832167944,0.24824956990317665,0.22763381380842235,0.1704911037384629,0.9753623554926311,0.1868920074905723,FALSE,case
dengue_cases,dengue_cases_lag17,17,0.08744189905034473,0.23553191201253335,0.22033159239742298,0.1656341627458366,0.946662770317031,0.1776716858640661,FALSE,case
dengue_cases,dengue_cases_lag18,18,0.08632328851785005,0.23226399906279474,0.22031343391191519,0.16935744341048603,0.9670077972585677,0.1770075784444937,FALSE,case
dengue_cases,dengue_cases_lag19,19,0.07820831239149287,0.2195067154410439,0.20720313432408352,0.1532978852381307,0.8744628130404929,0.16456971957530697,FALSE,case
dengue_cases,dengue_cases_lag20,20,0.07270894894218417,0.21463051334171124,0.2048004634113485,0.14832829807438144,0.8452941754566976,0.1597184448795973,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag1,1,0.24374729649436022,0.17308480597796935,0.16417570619397556,0.11141847750740039,0.6465616104298744,0.19199001139644994,TRUE,case
dengue_incidence_10000,dengue_incidence_10000_lag2,2,0.23635428188332233,0.1625624242131942,0.15582705788080378,0.10137505881482081,0.5877284075522525,0.1825911168399681,TRUE,case
dengue_incidence_10000,dengue_incidence_10000_lag3,3,0.21541249254816494,0.14968864038897495,0.14699222279508686,0.0926724351799772,0.5367700107301815,0.16791281943106834,TRUE,case
dengue_incidence_10000,dengue_incidence_10000_lag4,4,0.1853866558285116,0.13075174644475054,0.1285778153216448,0.07949546869636398,0.4600143526076684,0.14544286928416403,TRUE,case
dengue_incidence_10000,dengue_incidence_10000_lag5,5,0.1752866144425775,0.11761098786868393,0.11599126423080397,0.06881136592667628,0.3978137197290157,0.133343229516486,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag6,6,0.16521213961688005,0.10569571804623458,0.10590692294934514,0.06002361366302912,0.34668217679928165,0.12249474651593836,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag7,7,0.1577791182584586,0.0966027992835871,0.09884797735134168,0.04907732633802127,0.28319090117537116,0.11360070763252997,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag8,8,0.12488256178483581,0.08321908095364303,0.0873248486114503,0.04337512380751563,0.2500502967413034,0.09464460795951544,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag9,9,0.11496136687338016,0.07584096552354828,0.08247566314021289,0.04113151013650929,0.23689111247913647,0.08754523691242665,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag10,10,0.11750762550191549,0.06842475584946518,0.07163849994237194,0.034236042450029265,0.19699007750994335,0.08268956787248635,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag11,11,0.09006087492313751,0.05809888023268156,0.06223923572580855,0.030890615328370563,0.17757149457149704,0.06744740388042632,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag12,12,0.07703509029191725,0.0497847733065649,0.05620385231426272,0.026778173244700346,0.15378456339820684,0.058379377438099865,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag13,13,0.08190655388587034,0.045120201473911166,0.05189860801764174,0.022852552719081057,0.13111453239538146,0.05705357338425411,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag14,14,0.06470638244262589,0.035523736690548105,0.04000445153497942,0.015601577121900823,0.08942689082961015,0.04435585106176296,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag15,15,0.05353681508241706,0.029093030280393645,0.0344364247820792,0.011640238481302823,0.06665676418921723,0.03662804923733048,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag16,16,0.051295778218968406,0.02666246599560293,0.02563374809983565,0.010684910868091384,0.06112729405935522,0.033166291116418674,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag17,17,0.04955059223353231,0.022827800857305434,0.02760654204381078,0.009018432507990759,0.051543800871614115,0.031473262546349405,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag18,18,0.043301485358947435,0.021490143834803806,0.02507238324469012,0.011125667062430566,0.06352603453771134,0.028788373623549014,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag19,19,0.036320411203403624,0.017157201664152154,0.022193040615895533,0.007094720429794414,0.040470676912878825,0.023681895868476775,FALSE,case
dengue_incidence_10000,dengue_incidence_10000_lag20,20,0.02985786837717004,0.013703248944934188,0.020210694870991135,0.004246733236008459,0.02420130828567857,0.019431396051383484,FALSE,case
target_log_incidence,target_log_incidence_lag1,1,0.3027915554286074,0.2899462475168211,0.2746110338382858,0.18871669017603207,1.0951232657500463,0.28500684886948674,TRUE,case
target_log_incidence,target_log_incidence_lag2,2,0.28993351898399117,0.2735324197867006,0.26129128263987644,0.17614341382667442,1.021202741399378,0.27042910118103947,TRUE,case
target_log_incidence,target_log_incidence_lag3,3,0.27043996755496436,0.2568887339257308,0.24818819695722869,0.16404258702248695,0.9501546053888539,0.2535984170054654,TRUE,case
target_log_incidence,target_log_incidence_lag4,4,0.2404395672390985,0.2337318143526722,0.22607795164116895,0.14730927336925997,0.8524307239507923,0.22842708923715913,TRUE,case
target_log_incidence,target_log_incidence_lag5,5,0.22998116661129606,0.2169741589581255,0.2128810991413593,0.13193215468345185,0.7627289537061275,0.21406724052644377,FALSE,case
target_log_incidence,target_log_incidence_lag6,6,0.21117962105557017,0.19751575846796532,0.19440775820727482,0.11759525343708355,0.6792023322208189,0.19512871076534946,FALSE,case
target_log_incidence,target_log_incidence_lag7,7,0.19899533700732447,0.1849378433351191,0.18574584845214007,0.10227151958992756,0.5901373591325888,0.18234166525472986,FALSE,case
target_log_incidence,target_log_incidence_lag8,8,0.17191767950162543,0.16985625392509984,0.17346785607818435,0.09305610072647652,0.5364527758402001,0.16406812488872005,FALSE,case
target_log_incidence,target_log_incidence_lag9,9,0.1629558967632505,0.15894300244393816,0.16453314339970923,0.09025358398456325,0.5198027452812045,0.15531283076673735,FALSE,case
target_log_incidence,target_log_incidence_lag10,10,0.15411411857474824,0.1452556109554103,0.14787489746079316,0.08045025121565769,0.46290108514728234,0.1428516474872974,FALSE,case
target_log_incidence,target_log_incidence_lag11,11,0.1294299530772637,0.13402454075154582,0.1388426936087368,0.07571882927916,0.43526182697202664,0.1281026312350365,FALSE,case
target_log_incidence,target_log_incidence_lag12,12,0.11744118544601452,0.12235324111146446,0.12792472051067827,0.0687342589812232,0.3947344688894757,0.11684766505462699,FALSE,case
