horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,Alert_AUC,Brier_score,Alert_F1,Alert_Recall,Alert_Precision,score
6,0.05,4,3,0.85,0.85,1,0.05,400,0.8749558270475803,0.19003356740303706,0.44549763033175355,0.871177015755329,0.2992677491244827,-0.7799390433460618
6,0.05,4,3,0.85,0.85,1,0.05,500,0.8706992247190882,0.18289713061548787,0.44953225012309206,0.8461538461538461,0.30606771706335906,-0.7792506594113443
6,0.05,4,5,0.85,0.85,1,0.05,500,0.872626963720519,0.1884297801982081,0.44835058993498683,0.8628359592215014,0.30286271958360445,-0.7784120736214148
6,0.05,4,5,0.85,0.85,1,0.05,400,0.8746953650173768,0.195221458327242,0.44014904517932,0.8758109360518999,0.2939346811819596,-0.7770846358537558
6,0.05,3,3,0.85,0.85,1,0.05,500,0.879337540744389,0.20934088810326268,0.4244031830238727,0.8897126969416126,0.27866473149492016,-0.7746670966927576
6,0.05,3,5,0.85,0.85,1,0.05,500,0.8759224163606505,0.20929608572168656,0.42296608290844606,0.8841519925857275,0.27797202797202797,-0.7712743734998072
6,0.03,4,3,0.85,0.85,1,0.05,500,0.8740207875578249,0.20556726629341945,0.42509488725161876,0.8822984244670992,0.28,-0.7712371544111152
6,0.03,4,5,0.85,0.85,1,0.05,500,0.8736364940710011,0.20533750787625302,0.42767012167643076,0.8795180722891566,0.28252456088121464,-0.7709677401328746
6,0.03,4,3,0.85,0.85,1,0.05,400,0.873345122173331,0.21405342655016085,0.41683017222585567,0.8860055607043559,0.2725199543899658,-0.7663184088982506
6,0.05,3,5,0.85,0.85,1,0.05,400,0.8759486545504253,0.21949552287905172,0.41329356625479335,0.8989805375347544,0.26832641770401106,-0.7662008931108995
6,0.03,4,5,0.85,0.85,1,0.05,400,0.8728505002982835,0.21375065894956502,0.41881638846737484,0.8952734012974977,0.2733446519524618,-0.765975170823501
6,0.05,3,3,0.85,0.85,1,0.05,400,0.8750786985704282,0.21939751700434376,0.4117647058823529,0.8952734012974977,0.2673678383614725,-0.7653799400682563
6,0.03,3,5,0.85,0.85,1,0.05,500,0.8751709802037337,0.22505381987633916,0.4051580698835275,0.9026876737720111,0.26119603110753553,-0.7626440702655641
6,0.03,3,3,0.85,0.85,1,0.05,500,0.8740449778888855,0.22425278873797624,0.40670157068062834,0.8999073215940686,0.26271645021645024,-0.7619185835198974
6,0.03,3,5,0.85,0.85,1,0.05,400,0.8712657136358848,0.23367666205727441,0.395706763872013,0.9054680259499537,0.2531743975123089,-0.7544273826072476
6,0.03,3,3,0.85,0.85,1,0.05,400,0.871018562687323,0.23390257933001465,0.3961117861482382,0.9063948100092678,0.25343353200310964,-0.7540672730223157
