horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,Alert_AUC,Brier_score,Alert_F1,Alert_Recall,Alert_Precision,score
8,0.05,4,5,0.85,0.85,1,0.05,400,0.8639130049139649,0.20682510465787843,0.424406779661017,0.8702502316960148,0.28063359234907354,-0.7605004525850257
8,0.05,4,3,0.85,0.85,1,0.05,500,0.8593332248821489,0.19938162559164868,0.4278049918357826,0.8498609823911029,0.28584788029925184,-0.7596424120863245
8,0.05,4,5,0.85,0.85,1,0.05,500,0.8577298155045687,0.2024124561707583,0.4264501160092807,0.8517145505097312,0.28443206437635404,-0.7565235874191896
8,0.05,3,3,0.85,0.85,1,0.05,500,0.8656472212669104,0.2221271686271255,0.41237993596584843,0.8952734012974977,0.26788685524126454,-0.7545836369533476
8,0.05,4,3,0.85,0.85,1,0.05,400,0.8602523294712852,0.21161014749318038,0.4223214285714286,0.8767377201112141,0.27815348426933256,-0.754447255724695
8,0.05,3,5,0.85,0.85,1,0.05,500,0.8635517498376752,0.22355672567898321,0.40695947379588376,0.8887859128822985,0.2638965327462851,-0.7517733869981836
8,0.03,4,3,0.85,0.85,1,0.05,500,0.8617876475466205,0.2202996299211,0.40947255113024755,0.881371640407785,0.2666853617498598,-0.7516378325860705
8,0.03,4,5,0.85,0.85,1,0.05,500,0.860769541787773,0.21957772891154756,0.413778256189451,0.8906394810009268,0.26948962422882783,-0.7509806773319992
8,0.05,3,3,0.85,0.85,1,0.05,400,0.8648463805185153,0.2302517684776616,0.4040613344384583,0.9036144578313253,0.2602081665332266,-0.7497204962796844
8,0.05,3,5,0.85,0.85,1,0.05,400,0.8641876739639979,0.23084748248627118,0.39983460822824063,0.8962001853568119,0.25731772219265564,-0.7487639327208623
8,0.03,4,5,0.85,0.85,1,0.05,400,0.8612104713671594,0.22706708563804046,0.40565639510341917,0.8906394810009268,0.26264006559169173,-0.7476769285481393
8,0.03,4,3,0.85,0.85,1,0.05,400,0.8589198134042336,0.22557821754359247,0.4072974119643615,0.8897126969416126,0.2640990371389271,-0.7461307046324374
8,0.03,3,5,0.85,0.85,1,0.05,500,0.8623373056246103,0.23732326310155633,0.3960275638427239,0.9054680259499537,0.25343709468223086,-0.7436756740738322
8,0.03,3,3,0.85,0.85,1,0.05,500,0.8615402406157194,0.2363170242922728,0.395698051948052,0.9036144578313253,0.2533125487139517,-0.7433817284695831
8,0.03,3,3,0.85,0.85,1,0.05,400,0.8608504322069812,0.24284603194665286,0.3916056226489804,0.9165894346617238,0.24899295065458207,-0.7394274162336548
8,0.03,3,5,0.85,0.85,1,0.05,400,0.8589232051702289,0.24347604034444437,0.39102818578801113,0.9128822984244671,0.2488002020712301,-0.7371851849980067
