horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,Alert_AUC,Brier_score,Alert_F1,Alert_Recall,Alert_Precision,score
12,0.05,4,5,0.85,0.85,1,0.05,500,0.8391538810954354,0.25032645251477154,0.3867674086175209,0.8776645041705282,0.24803562074384494,-0.7139906548380497
12,0.05,4,3,0.85,0.85,1,0.05,500,0.8354669034673959,0.24899935134522466,0.38054538054538056,0.8665430954587581,0.2438070404172099,-0.7109672277947836
12,0.05,4,5,0.85,0.85,1,0.05,400,0.838931752420537,0.2572383126386635,0.3811605723370429,0.8887859128822985,0.2426005565393372,-0.7103125961012052
12,0.03,4,3,0.85,0.85,1,0.05,500,0.8410612055053098,0.2685703299512055,0.37210193523663543,0.8999073215940686,0.23454106280193238,-0.7067760405297071
12,0.03,4,5,0.85,0.85,1,0.05,500,0.8422170937582675,0.2709639811450588,0.371341695172938,0.9054680259499537,0.23356442744441788,-0.7067351031857381
12,0.05,4,3,0.85,0.85,1,0.05,400,0.8377150683620036,0.2627731003285433,0.37676609105180536,0.8897126969416126,0.23898431665421957,-0.7063285181977319
12,0.03,4,3,0.85,0.85,1,0.05,400,0.843094537221688,0.2744599881524436,0.3658081373646883,0.9082483781278962,0.22902547324141154,-0.7058645431454662
12,0.05,3,5,0.85,0.85,1,0.05,500,0.8419344252601325,0.27599368170784927,0.36664784490871444,0.9026876737720111,0.2300425129900803,-0.7039375844062079
12,0.05,3,3,0.85,0.85,1,0.05,500,0.8413561611557295,0.2778538449330921,0.36533432947329103,0.9063948100092678,0.2287719298245614,-0.7024292386891835
12,0.05,3,5,0.85,0.85,1,0.05,400,0.8417551736270611,0.2794197740272766,0.3618238877607532,0.9082483781278962,0.22591055786076533,-0.7020452866134228
12,0.05,3,3,0.85,0.85,1,0.05,400,0.8412355294783502,0.27918922135899593,0.3625925925925926,0.907321594068582,0.22656792409164545,-0.7016409187988523
12,0.03,4,5,0.85,0.85,1,0.05,400,0.8401059434107522,0.279055678694211,0.3645447816432273,0.9128822984244671,0.2277456647398844,-0.7005781040636467
12,0.03,3,3,0.85,0.85,1,0.05,500,0.8417633650619176,0.289794614328481,0.35500626903098687,0.9184430027803522,0.2200266429840142,-0.6968660578976771
12,0.03,3,5,0.85,0.85,1,0.05,500,0.8406998224378504,0.29080861870526814,0.35513348862211075,0.9184430027803522,0.22012438916037316,-0.6952955130852163
12,0.03,3,3,0.85,0.85,1,0.05,400,0.8416530366736938,0.296433558391089,0.3524431116599047,0.9258572752548656,0.21764705882352942,-0.6934362574781494
12,0.03,3,5,0.85,0.85,1,0.05,400,0.8395672925733507,0.2976539019772411,0.3502983502983503,0.9249304911955515,0.21606408313487768,-0.6907403415847302
