horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,Alert_AUC,Brier_score,Alert_F1,Alert_Recall,Alert_Precision,score
7,0.05,4,5,0.85,0.85,1,0.05,500,0.8695712385411106,0.19104594045194923,0.43896657975823655,0.8582020389249305,0.2949044585987261,-0.774048268315136
7,0.05,4,5,0.85,0.85,1,0.05,400,0.8702919568173153,0.1954649690647646,0.4357308584686775,0.8702502316960148,0.2906220984215413,-0.772559472284933
7,0.05,4,3,0.85,0.85,1,0.05,500,0.8654494109142422,0.19170743450968955,0.4380457871135237,0.8600556070435589,0.29385687143761874,-0.7695956936593974
7,0.05,4,3,0.85,0.85,1,0.05,400,0.8674397375976237,0.19704132188189472,0.43277019208516543,0.8665430954587581,0.28840222085132633,-0.7689190766566764
7,0.03,4,3,0.85,0.85,1,0.05,500,0.8699958492463689,0.20703638244032518,0.425361512791991,0.8860055607043559,0.27985948477751754,-0.7664776580262063
7,0.05,3,3,0.85,0.85,1,0.05,500,0.8714323581387473,0.2099182361769311,0.4209368814603035,0.8869323447636701,0.2759515570934256,-0.7664732400502817
7,0.03,4,5,0.85,0.85,1,0.05,500,0.8681812544388937,0.207792123461907,0.4210992907801418,0.8804448563484708,0.27672589571803086,-0.7642851927079402
7,0.05,3,5,0.85,0.85,1,0.05,400,0.873815873695242,0.21956950956099153,0.41308967275818104,0.9008341056533827,0.2679900744416873,-0.7640311189147463
7,0.05,3,5,0.85,0.85,1,0.05,500,0.8708338074339576,0.2155721572745366,0.4163778162911612,0.8906394810009268,0.27169918009612665,-0.7630477287966893
7,0.03,4,3,0.85,0.85,1,0.05,400,0.8695055790710887,0.21611112646999564,0.41868512110726647,0.897126969416126,0.27306064880112835,-0.7614500158360908
7,0.03,4,5,0.85,0.85,1,0.05,400,0.8684465161379586,0.21581174717258234,0.4171885122003887,0.8952734012974977,0.2719594594594595,-0.7605406425516674
7,0.05,3,3,0.85,0.85,1,0.05,400,0.8690868559596336,0.2220128326112793,0.40915836336654654,0.8943466172381835,0.2652556349642661,-0.758080439653994
7,0.03,3,3,0.85,0.85,1,0.05,500,0.8717856777625198,0.2284535846428285,0.40280065897858325,0.9063948100092678,0.25893566322478156,-0.7575588854411055
7,0.03,3,5,0.85,0.85,1,0.05,500,0.870251575603296,0.22753611644890429,0.4020639834881321,0.9026876737720111,0.2586298459904408,-0.7564835173788439
7,0.03,3,3,0.85,0.85,1,0.05,400,0.8681014519446274,0.23725167384097182,0.39139099242726183,0.9101019462465245,0.2493018532622493,-0.7494756150241415
7,0.03,3,5,0.85,0.85,1,0.05,400,0.8679276399362655,0.23783010726768705,0.3930704898446834,0.9147358665430955,0.25031701749936597,-0.749012586302422
