horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,RMSE_raw,MAE_raw,R2_raw,score
8,0.03,4,3,0.85,0.85,1,0.05,400,1.4166110988580178,0.7451575480882278,0.35039343029842396,1.5656426084756634
8,0.03,4,3,0.85,0.85,1,0.05,600,1.4219777313556785,0.7486005099888842,0.3454622205685688,1.5716978333534553
8,0.05,4,3,0.85,0.85,1,0.05,500,1.4236765512704264,0.7467894270215019,0.3438973493304869,1.5730344366747266
8,0.05,4,3,0.85,0.85,1,0.05,400,1.4278692039344212,0.7475619351831188,0.34002728345073197,1.577381590971045
8,0.03,4,5,0.85,0.85,1,0.05,500,1.4278199369375948,0.7552847201022812,0.34007282587534304,1.5788768809580511
8,0.05,4,5,0.85,0.85,1,0.05,400,1.4288396853535368,0.75415638837311,0.33912984982240657,1.5796709630281587
8,0.05,3,5,0.85,0.85,1,0.05,400,1.4318970727417752,0.7544769308307507,0.3362986045487273,1.5827924589079254
8,0.03,3,5,0.85,0.85,1,0.05,500,1.433692134825056,0.7581819514949655,0.33463349606086357,1.5853285251240492
8,0.05,3,5,0.85,0.85,1,0.05,600,1.437047942656578,0.7530471839391959,0.33151503673517446,1.5876573794444173
8,0.05,3,3,0.85,0.85,1,0.05,400,1.4365252952043501,0.7598433148509891,0.332001197869067,1.5884939581745479
8,0.03,4,5,0.85,0.85,1,0.05,400,1.4375182846214916,0.7574493779880187,0.3310773784279609,1.5890081602190953
8,0.03,3,5,0.85,0.85,1,0.05,400,1.4364061553648193,0.7636003293393858,0.3321119957368267,1.5891262212326964
8,0.03,3,3,0.85,0.85,1,0.05,400,1.439046060474045,0.7631801415381403,0.3296547782365381,1.591682088781673
8,0.03,4,5,0.85,0.85,1,0.05,600,1.4464653656420887,0.7619966891634665,0.322724747492104,1.598864703474782
8,0.05,4,5,0.85,0.85,1,0.05,600,1.447952946959748,0.7575640505464173,0.32133097740029737,1.5994657570690316
8,0.03,3,5,0.85,0.85,1,0.05,600,1.4524308793567715,0.7652565318823299,0.3171267893283046,1.6054821857332375
8,0.03,4,3,0.85,0.85,1,0.05,500,1.4559139019167382,0.7620659467974372,0.31384771466043726,1.6083270912762258
8,0.05,3,3,0.85,0.85,1,0.05,600,1.456190579103248,0.7614885258765544,0.31358690154213265,1.6084882842785588
8,0.05,4,5,0.85,0.85,1,0.05,500,1.467316306160809,0.7656375434714838,0.30305803427776534,1.6204438148551057
8,0.05,3,5,0.85,0.85,1,0.05,500,1.4733858249311458,0.7726493588720987,0.29728034178771223,1.6279156967055655
8,0.03,3,3,0.85,0.85,1,0.05,600,1.4779441747984121,0.7753495740155306,0.29292547819472403,1.6330140896015182
8,0.05,3,3,0.85,0.85,1,0.05,500,1.4942076333952685,0.7798920127220091,0.27727840822144956,1.6501860359396703
8,0.03,3,3,0.85,0.85,1,0.05,500,1.495714167138969,0.7821413013555316,0.27582030650369904,1.6521424274100753
8,0.05,4,3,0.85,0.85,1,0.05,600,1.5532860452420136,0.7858514436978419,0.21899824575933224,1.7104563339815821
