horizon,keep_per_var,score,RMSE_raw,MAE_raw,R2_raw,F1,Alert_AUC,feature_count
8,1,3.0341576507869696,1.4175336389066753,0.698646135278989,0.3495470678575592,0.4948024948024947,0.8622360646094305,43
8,2,3.037611230390821,1.408197440073162,0.6973936498201361,0.3580869140496554,0.489648033126294,0.8657835958581546,56
8,3,3.0664401563472876,1.431511980253989,0.7025043861669322,0.3366555464796116,0.5015641293013556,0.8683352278159625,69
8,4,3.0757905093138618,1.427190022038648,0.7022708155801813,0.340654980881299,0.4935600206079341,0.8676207811070699,82
8,5,3.1269593441213654,1.458099564833686,0.7221304758665708,0.31178602227649566,0.49821701477330615,0.8607302484986956,95
