horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,RMSE_raw,MAE_raw,R2_raw,score
10,0.05,4,5,0.85,0.85,1,0.05,400,1.4488847694182574,0.7809509190426429,0.32045718861177575,1.605074953226786
10,0.05,4,5,0.85,0.85,1,0.05,500,1.4534962502428919,0.7818426738051854,0.3161246348483916,1.609864785003929
10,0.05,3,5,0.85,0.85,1,0.05,400,1.4514725571573344,0.7932294538184377,0.3180276193421966,1.610118447921022
10,0.03,3,5,0.85,0.85,1,0.05,600,1.4526690582923747,0.7926062529771095,0.31690280710285057,1.6111903088877966
10,0.05,3,3,0.85,0.85,1,0.05,600,1.4574259044828834,0.7915267361526613,0.3124218024126829,1.6157312517134157
10,0.03,4,5,0.85,0.85,1,0.05,500,1.462127963129204,0.7855672609356634,0.3079780110296644,1.6192414153163366
10,0.03,3,3,0.85,0.85,1,0.05,400,1.4593249153622048,0.7996541914254903,0.31062882049515383,1.619255753647303
10,0.05,4,3,0.85,0.85,1,0.05,500,1.462510150163552,0.7873281460069613,0.3076161871607297,1.6199757793649443
10,0.03,3,5,0.85,0.85,1,0.05,500,1.4644345307464584,0.7939895020297255,0.305792901951879,1.6232324311524033
10,0.03,4,3,0.85,0.85,1,0.05,400,1.4674045808348384,0.7906191483442254,0.3029741748192504,1.6255284105036836
10,0.03,4,3,0.85,0.85,1,0.05,500,1.4689995082208573,0.794246635903586,0.3014581515625534,1.6278488354015745
10,0.05,3,3,0.85,0.85,1,0.05,500,1.469558287873805,0.7942938739637604,0.3009266262533655,1.628417062666557
10,0.03,4,5,0.85,0.85,1,0.05,400,1.4697149986687628,0.7951927068841829,0.3007775226944789,1.6287535400455995
10,0.05,4,3,0.85,0.85,1,0.05,400,1.4711975925577998,0.7905252470260984,0.29936611184759176,1.6293026419630194
10,0.03,3,3,0.85,0.85,1,0.05,500,1.4737814617612526,0.7983468682175524,0.29690289943576864,1.633450835404763
10,0.03,4,5,0.85,0.85,1,0.05,600,1.4755424008047586,0.7951280307313384,0.29522171285176235,1.6345680069510262
10,0.05,4,3,0.85,0.85,1,0.05,600,1.4776516976945042,0.7871532881310089,0.29320530289893987,1.635082355320706
10,0.05,3,5,0.85,0.85,1,0.05,500,1.4757252683342483,0.8025247536078027,0.29504701228008223,1.636230219055809
10,0.05,4,5,0.85,0.85,1,0.05,600,1.4783367386274586,0.7895495048688584,0.29254980941097297,1.6362466396012303
10,0.03,3,3,0.85,0.85,1,0.05,600,1.4762340415147839,0.8016588022409064,0.2945608472632454,1.6365658019629652
10,0.05,3,5,0.85,0.85,1,0.05,600,1.4775177116067457,0.8063317538315772,0.2933334743252226,1.6387840623730612
10,0.03,3,5,0.85,0.85,1,0.05,400,1.4808524089698056,0.8081285216038026,0.2901400394649133,1.6424781132905661
10,0.03,4,3,0.85,0.85,1,0.05,600,1.4833294069874323,0.7975057228820742,0.28776331068004435,1.642830551563847
10,0.05,3,3,0.85,0.85,1,0.05,400,1.484675069551661,0.8027818220869894,0.2864704555871025,1.645231433969059
