horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,Alert_AUC,Brier_score,Alert_F1,Alert_Recall,Alert_Precision,score
0,0.05,4,5,0.85,0.85,1,0.05,500,0.9043584118386704,0.12047833401153832,0.47594374537379713,0.8222506393861893,0.33489583333333334,-0.8441192448329012
0,0.05,4,3,0.85,0.85,1,0.05,500,0.9025523875959419,0.1185252197769765,0.4742813918305598,0.8017902813299232,0.336734693877551,-0.8432897777074537
0,0.05,4,3,0.85,0.85,1,0.05,400,0.9046862478192333,0.12367995714625539,0.4739716053876956,0.8324808184143222,0.33129770992366414,-0.8428462692461056
0,0.05,4,5,0.85,0.85,1,0.05,400,0.9053418349586307,0.12563951015379587,0.46889608054656595,0.8337595907928389,0.3261630815407704,-0.8425220798817328
0,0.03,4,5,0.85,0.85,1,0.05,500,0.9064370531167235,0.13181469240997354,0.4580577793247477,0.8414322250639387,0.31468197034911527,-0.8405297069117368
0,0.05,3,5,0.85,0.85,1,0.05,500,0.9061786013100547,0.13372095136036566,0.4536366770079283,0.8414322250639387,0.31052383199622463,-0.8393181256298718
0,0.05,3,3,0.85,0.85,1,0.05,500,0.906160534281889,0.13439694655859497,0.45276537272414974,0.8427109974424553,0.3095349929544387,-0.8389620610025915
0,0.03,4,3,0.85,0.85,1,0.05,400,0.9052354685111208,0.13355205198873774,0.4581314878892733,0.8465473145780051,0.31404174573055027,-0.838459442516752
0,0.03,4,5,0.85,0.85,1,0.05,400,0.9055813715198493,0.13561087076090447,0.4487440597420231,0.8452685421994884,0.305452865064695,-0.837775936139397
0,0.03,4,3,0.85,0.85,1,0.05,500,0.9042513668173326,0.13301675837650584,0.45034482758620686,0.8350383631713555,0.3083097261567517,-0.8377429876290797
0,0.05,3,5,0.85,0.85,1,0.05,400,0.9052206247086374,0.13621504810924356,0.44761904761904764,0.8414322250639387,0.3049119555143652,-0.8371131006540156
0,0.05,3,3,0.85,0.85,1,0.05,400,0.9052593882385512,0.13715585131620636,0.44882692961577686,0.8439897698209718,0.30569708198239925,-0.8366814625804481
0,0.03,3,5,0.85,0.85,1,0.05,500,0.9066590315801474,0.1410835329080721,0.44333996023856864,0.8554987212276215,0.29919499105545616,-0.8361172651261113
0,0.03,3,3,0.85,0.85,1,0.05,500,0.9061247395124719,0.142196019144307,0.4413793103448275,0.8593350383631714,0.2969509500662837,-0.8350267299403183
0,0.03,3,5,0.85,0.85,1,0.05,400,0.9066421520561805,0.14444110879856703,0.43967479674796744,0.8644501278772379,0.2948102921936328,-0.8344215976568969
0,0.03,3,3,0.85,0.85,1,0.05,400,0.9062880213397897,0.14440213107714106,0.43967479674796744,0.8644501278772379,0.2948102921936328,-0.8340869558012192
