horizon,keep_per_var,score,RMSE_raw,MAE_raw,R2_raw,F1,Alert_AUC,feature_count
9,2,3.0548185114105513,1.4125056074490776,0.706701240536297,0.3541532337238338,0.5037859666834932,0.8678057923427747,56
9,1,3.0713259956672485,1.4192258672488673,0.7018061145422404,0.34799314086144706,0.49207161125319693,0.8615574554280351,43
9,3,3.1723897299063744,1.4770710776154028,0.7345046869931984,0.29376064157251625,0.5098814229249012,0.864495428731381,69
9,5,3.1960939764160226,1.4821553904879465,0.7362929170081566,0.28889029800259547,0.4927245358755645,0.862880436152949,95
9,4,3.215316386833129,1.4926686071090516,0.7426389712880431,0.27876644064379885,0.49653121902874137,0.8619836660229138,82
