horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,RMSE_raw,MAE_raw,R2_raw,score
4,0.05,4,5,0.85,0.85,1,0.05,400,1.2295252860828652,0.6242877915451571,0.5106449688287158,1.3543828443918966
4,0.03,4,5,0.85,0.85,1,0.05,600,1.2353150288141594,0.6286778941068955,0.5060254453036108,1.3610506076355384
4,0.05,4,3,0.85,0.85,1,0.05,400,1.239108692400521,0.6311611719836605,0.5029867859634756,1.3653409267972532
4,0.05,4,5,0.85,0.85,1,0.05,600,1.2437325917453594,0.626902031737755,0.4992705228218969,1.3691129980929104
4,0.03,4,5,0.85,0.85,1,0.05,500,1.2432340191254032,0.6344749835130804,0.49967189522402033,1.3701290158280193
4,0.05,3,3,0.85,0.85,1,0.05,500,1.2440796096798863,0.636310840056837,0.49899106347339994,1.3713417776912538
4,0.03,3,5,0.85,0.85,1,0.05,500,1.2439209271167502,0.6381438023955194,0.49911886287044216,1.371549687595854
4,0.03,4,3,0.85,0.85,1,0.05,600,1.2453269219554015,0.6383221133500477,0.497985938301333,1.3729913446254112
4,0.03,4,5,0.85,0.85,1,0.05,400,1.246524126490884,0.638428302027332,0.49702024424075786,1.3742097868963503
4,0.03,3,3,0.85,0.85,1,0.05,600,1.246918939248502,0.6389269606572895,0.4967015752814672,1.3747043313799598
4,0.03,3,3,0.85,0.85,1,0.05,500,1.24706068359429,0.6432152690155585,0.49658714320653974,1.3757037373974015
4,0.03,3,3,0.85,0.85,1,0.05,400,1.2485207275729158,0.6416587414908489,0.4954076734541042,1.3768524758710856
4,0.03,4,3,0.85,0.85,1,0.05,400,1.248400891485453,0.6439875878094357,0.4955045328283866,1.3771984090473401
4,0.05,4,5,0.85,0.85,1,0.05,500,1.2521095490787637,0.6325738019868694,0.49250264445434255,1.3786243094761377
4,0.05,4,3,0.85,0.85,1,0.05,500,1.251645489237477,0.638341316980589,0.492878754515894,1.3793137526335948
4,0.03,4,3,0.85,0.85,1,0.05,500,1.2522418590728792,0.6386232567938044,0.4923953846384993,1.37996651043164
4,0.03,3,5,0.85,0.85,1,0.05,600,1.251880414569274,0.6408159784729028,0.49268837024438283,1.3800436102638545
4,0.05,3,5,0.85,0.85,1,0.05,600,1.255428307555553,0.637701890458704,0.4898088014957569,1.3829686856472938
4,0.05,3,3,0.85,0.85,1,0.05,600,1.2579894192448664,0.6407800461577196,0.4877250672929796,1.3861454284764103
4,0.05,3,5,0.85,0.85,1,0.05,400,1.266784509351662,0.6471055398886402,0.4805370035719425,1.3962056173293902
4,0.05,3,5,0.85,0.85,1,0.05,500,1.2697796175379052,0.6494726737884802,0.47807772634277346,1.3996741522956013
4,0.05,4,3,0.85,0.85,1,0.05,600,1.2719229543302994,0.6433757630059881,0.47631427177336527,1.400598106931497
4,0.05,3,3,0.85,0.85,1,0.05,400,1.2702068111404887,0.6526272588424366,0.4777264852944131,1.400732262908976
4,0.03,3,5,0.85,0.85,1,0.05,400,1.281736710372237,0.653752093447212,0.46820190826469077,1.4124871290616794
