horizon,eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,nrounds,RMSE_raw,MAE_raw,R2_raw,score
12,0.03,3,5,0.85,0.85,1,0.05,400,1.5482106710290453,0.8647312373796792,0.22409376590233165,1.721156918504981
12,0.03,3,3,0.85,0.85,1,0.05,500,1.5511784004311824,0.8621912264466025,0.22111628129475824,1.7236166457205029
12,0.03,3,3,0.85,0.85,1,0.05,400,1.5516338687601385,0.864162540113999,0.22065881109163787,1.7244663767829382
12,0.03,4,3,0.85,0.85,1,0.05,400,1.5550493248225592,0.8631336143922304,0.21722406372644942,1.7276760477010054
12,0.03,4,5,0.85,0.85,1,0.05,400,1.556212489403652,0.8603790797998371,0.21605260536583015,1.7282883053636193
12,0.03,3,5,0.85,0.85,1,0.05,500,1.5620843393415424,0.8668570378419236,0.21012551526208934,1.7354557469099272
12,0.03,4,3,0.85,0.85,1,0.05,500,1.564602307514319,0.8604165790877574,0.2075770206282348,1.7366856233318704
12,0.05,3,3,0.85,0.85,1,0.05,600,1.5644025955567318,0.868879089245597,0.2077793036537141,1.738178413405851
12,0.05,3,5,0.85,0.85,1,0.05,500,1.565605326590586,0.8679010553684229,0.20656069829894597,1.7391855376642706
12,0.05,3,3,0.85,0.85,1,0.05,400,1.5668707468159813,0.8663474459002583,0.20527756533490116,1.740140235996033
12,0.05,4,3,0.85,0.85,1,0.05,400,1.5709176108723248,0.8618570790927862,0.20116709620252737,1.743289026690882
12,0.03,4,3,0.85,0.85,1,0.05,600,1.573221404028078,0.865543165586485,0.19882235804180426,1.7463300371453752
12,0.03,3,3,0.85,0.85,1,0.05,600,1.5724634772217707,0.8704566951117241,0.1995941346488609,1.7465548162441156
12,0.03,3,5,0.85,0.85,1,0.05,600,1.575048693693961,0.8688410509925981,0.19696014865770595,1.7488169038924806
12,0.03,4,5,0.85,0.85,1,0.05,600,1.5766649549022083,0.8690450193903396,0.195311198873093,1.7504739587802762
12,0.05,4,5,0.85,0.85,1,0.05,400,1.5793350460707236,0.870375267413169,0.19258340083147252,1.7534100995533575
12,0.05,4,5,0.85,0.85,1,0.05,500,1.584924417480455,0.8689430357739675,0.18685828622302647,1.7587130246352487
12,0.05,4,3,0.85,0.85,1,0.05,500,1.587865755275375,0.8737922258927002,0.18383739294063217,1.762624200453915
12,0.05,3,5,0.85,0.85,1,0.05,400,1.5902324473436005,0.8792971465471258,0.1814026215150839,1.7660918766530256
12,0.05,3,3,0.85,0.85,1,0.05,500,1.596785201946604,0.8749014417217741,0.17464245332738393,1.7717654902909588
12,0.05,4,5,0.85,0.85,1,0.05,600,1.5982238783091525,0.8714402142626754,0.17315451704727436,1.7725119211616875
12,0.03,4,5,0.85,0.85,1,0.05,500,1.6019141258772265,0.8789988039074705,0.16933178956839323,1.7777138866587205
12,0.05,4,3,0.85,0.85,1,0.05,600,1.613635189857272,0.8801134704449872,0.1571314662657214,1.7896578839462696
12,0.05,3,5,0.85,0.85,1,0.05,600,1.6189701175082145,0.8855881234403086,0.15154894554075637,1.7960877421962762
